account_age_days,previous_orders,previous_returns,return_rate,previous_refund_count,previous_refund_amount,average_order_value,refund_to_order_ratio,orders_last_24h,returns_last_7d,returns_last_30d,refunds_last_30d,current_order_amount,current_return_amount,return_to_order_ratio,days_to_return,same_reason_count,unique_return_reasons,return_frequency,return_gap_days,high_value_return_flag,device_linked_accounts,address_linked_accounts,potentially_abusive,return_id,customer_id
13,2,0,0.0,0,0.0,2996.04,0.0,0,0,0,0,4996.43,3903.55,0.7813,10,0,0,0.0,13,0,5,4,0,RET000457,CUST00432
292,6,0,0.0,0,0.0,2362.93,0.0,0,0,0,0,3214.32,1916.66,0.5963,2,0,0,0.0,292,0,4,1,0,RET000458,CUST00433
230,6,0,0.0,0,0.0,4874.44,0.0,0,0,0,0,5639.55,5639.55,1.0,23,0,0,0.0,230,0,1,1,0,RET000459,CUST00437
29,5,0,0.0,0,0.0,18597.14,0.0,0,0,0,0,27935.67,11714.55,0.4193,9,0,0,0.0,29,0,1,1,0,RET000460,CUST00438
95,8,1,0.125,1,11714.55,13622.91,0.1075,0,0,0,0,1708.35,1475.13,0.8635,2,0,1,0.3158,66,0,1,1,0,RET000461,CUST00438
116,4,0,0.0,0,0.0,2508.11,0.0,0,0,0,0,1461.11,1461.11,1.0,7,0,0,0.0,116,0,1,1,0,RET000462,CUST00441
515,7,0,0.0,0,0.0,3042.06,0.0,0,0,0,0,259.13,259.13,1.0,24,0,0,0.0,515,0,1,1,0,RET000463,CUST00442
185,2,0,0.0,0,0.0,2645.3,0.0,0,0,0,0,2586.08,2586.08,1.0,7,0,0,0.0,185,0,1,1,0,RET000464,CUST00443
319,19,8,0.4211,6,19715.43,7479.48,0.1387,0,0,1,1,27363.94,27363.94,1.0,7,4,4,0.7524,14,1,1,1,1,RET000465,CUST00448
120,2,0,0.0,0,0.0,3442.73,0.0,0,0,0,0,3405.09,3405.09,1.0,3,0,0,0.0,120,0,1,1,1,RET000466,CUST00448
229,10,4,0.4,3,7335.65,6818.33,0.1076,0,0,1,0,2600.85,2163.85,0.832,9,1,4,0.524,24,0,1,1,1,RET000467,CUST00448
184,5,1,0.2,1,3405.09,6495.41,0.1048,0,0,0,0,1222.27,1222.27,1.0,7,0,1,0.163,64,0,1,1,0,RET000468,CUST00448
240,12,5,0.4167,3,7335.65,6015.86,0.1016,1,0,1,0,2772.62,2772.62,1.0,10,2,4,0.625,11,0,1,1,1,RET000469,CUST00448
252,15,6,0.4,4,10108.27,6039.79,0.1116,0,0,2,1,1234.45,1234.45,1.0,13,1,4,0.7143,12,0,1,1,1,RET000470,CUST00448
205,8,3,0.375,3,7335.65,8026.92,0.1142,1,0,2,2,5433.98,5160.33,0.9496,8,0,3,0.439,13,0,1,1,1,RET000471,CUST00448
192,6,2,0.3333,2,4627.36,9051.91,0.0852,1,0,1,1,3716.15,3716.15,1.0,13,0,2,0.3125,8,0,1,1,0,RET000472,CUST00448
305,18,7,0.3889,5,11342.72,6374.79,0.0989,0,0,0,0,10729.95,10729.95,1.0,13,3,4,0.6885,53,0,1,1,0,RET000473,CUST00448
428,4,0,0.0,0,0.0,4068.38,0.0,0,0,0,0,2265.71,2265.71,1.0,21,0,0,0.0,428,0,1,1,0,RET000474,CUST00449
56,3,1,0.3333,0,0.0,4632.87,0.0,0,0,0,0,7377.89,7377.89,1.0,20,1,1,0.5357,46,0,1,1,0,RET000475,CUST00452
10,1,0,0.0,0,0.0,4742.47,0.0,0,0,0,0,4742.47,4742.47,1.0,7,0,0,0.0,10,0,1,1,0,RET000476,CUST00452
38,14,5,0.3571,3,5052.45,2970.3,0.1215,0,2,5,3,270.68,200.96,0.7424,4,1,5,3.9474,4,0,4,1,1,RET000477,CUST00453
14,7,1,0.1429,1,1566.41,2342.69,0.0955,0,1,1,1,2343.78,1421.16,0.6064,4,0,1,2.1429,4,0,4,1,0,RET000478,CUST00453
10,4,0,0.0,0,0.0,2098.66,0.0,1,0,0,0,1566.41,1566.41,1.0,8,0,0,0.0,10,0,4,1,0,RET000479,CUST00453
34,13,4,0.3077,3,5052.45,3177.96,0.1223,0,1,4,3,2241.33,2241.33,1.0,3,0,4,3.5294,2,0,4,1,1,RET000480,CUST00453
17,7,2,0.2857,1,1566.41,2342.69,0.0955,0,2,2,1,2459.97,2459.97,1.0,8,0,2,3.5294,3,0,4,1,1,RET000481,CUST00453
32,11,3,0.2727,3,5052.45,3062.43,0.15,2,0,3,3,1107.79,1107.79,1.0,7,0,3,2.8125,15,0,4,1,1,RET000482,CUST00453
509,6,0,0.0,0,0.0,7646.49,0.0,0,0,0,0,2842.41,2842.41,1.0,28,0,0,0.0,509,0,1,1,0,RET000483,CUST00454
130,2,0,0.0,0,0.0,1785.36,0.0,0,0,0,0,2301.73,2301.73,1.0,22,0,0,0.0,130,0,1,1,0,RET000484,CUST00455
160,8,0,0.0,0,0.0,4600.91,0.0,0,0,0,0,2616.95,2616.95,1.0,18,0,0,0.0,160,0,1,1,0,RET000485,CUST00457
398,5,0,0.0,0,0.0,8542.41,0.0,0,0,0,0,17846.98,17846.98,1.0,9,0,0,0.0,398,1,1,1,0,RET000486,CUST00458
65,1,0,0.0,0,0.0,3128.59,0.0,0,0,0,0,3128.59,1703.69,0.5446,9,0,0,0.0,65,0,1,1,0,RET000487,CUST00464
27,2,0,0.0,0,0.0,6228.14,0.0,0,0,0,0,11001.54,11001.54,1.0,5,0,0,0.0,27,0,1,1,0,RET000488,CUST00465
62,2,0,0.0,0,0.0,3097.27,0.0,0,0,0,0,5600.44,5600.44,1.0,26,0,0,0.0,62,0,1,1,0,RET000489,CUST00468
83,3,1,0.3333,1,3234.27,2451.79,0.4397,0,0,1,1,1160.82,1160.82,1.0,17,0,1,0.3614,21,0,1,1,1,RET000490,CUST00468
153,1,0,0.0,0,0.0,2957.62,0.0,0,0,0,0,2957.62,2957.62,1.0,5,0,0,0.0,153,0,1,1,0,RET000491,CUST00469
253,8,1,0.125,1,2220.93,4130.99,0.0672,0,0,0,0,5090.66,5090.66,1.0,13,0,1,0.1186,154,0,1,1,0,RET000492,CUST00470
99,2,0,0.0,0,0.0,2084.28,0.0,0,0,0,0,2220.93,2220.93,1.0,23,0,0,0.0,99,0,1,1,0,RET000493,CUST00470
135,2,1,0.5,0,0.0,11227.74,0.0,0,0,0,0,21132.63,21132.63,1.0,9,0,1,0.2222,62,0,1,1,0,RET000494,CUST00472
73,1,0,0.0,0,0.0,1322.84,0.0,0,0,0,0,1322.84,1322.84,1.0,12,0,0,0.0,73,0,1,1,0,RET000495,CUST00472
189,3,0,0.0,0,0.0,2437.13,0.0,0,0,0,0,3811.35,3811.35,1.0,21,0,0,0.0,189,0,1,1,0,RET000496,CUST00473
265,6,1,0.1667,1,3811.35,2209.12,0.2875,0,0,0,0,1085.79,1085.79,1.0,9,0,1,0.1132,76,0,1,1,0,RET000497,CUST00473
84,15,4,0.2667,1,4420.87,6593.06,0.0447,1,2,3,0,1255.35,1255.35,1.0,9,1,4,1.4286,1,0,1,1,1,RET000498,CUST00481
80,12,2,0.1667,1,4420.87,7496.27,0.0491,3,0,1,0,10124.52,5590.76,0.5522,12,0,2,0.75,9,0,1,1,1,RET000499,CUST00481
71,6,1,0.1667,1,4420.87,7986.44,0.0923,0,0,0,0,17615.24,17615.24,1.0,3,0,1,0.4225,45,1,1,1,0,RET000500,CUST00481
83,14,3,0.2143,1,4420.87,6715.45,0.047,0,1,2,0,1222.0,1222.0,1.0,3,0,3,1.0843,3,0,1,1,1,RET000501,CUST00481
89,16,5,0.3125,2,5642.87,7815.67,0.0451,0,2,4,1,26636.78,26636.78,1.0,11,1,4,1.6854,5,1,1,1,1,RET000502,CUST00481
26,2,0,0.0,0,0.0,6896.92,0.0,0,0,0,0,4420.87,4420.87,1.0,13,0,0,0.0,26,0,1,1,0,RET000503,CUST00481
95,16,6,0.375,3,32279.65,7815.67,0.2581,0,1,5,2,26154.94,22859.1,0.874,10,2,4,1.8947,6,1,1,1,1,RET000504,CUST00481
31,5,0,0.0,0,0.0,6538.14,0.0,0,0,0,0,5229.47,5229.47,1.0,13,0,0,0.0,31,0,1,2,0,RET000505,CUST00482
36,5,1,0.2,1,5229.47,6538.14,0.16,0,1,1,1,684.41,684.41,1.0,14,0,1,0.8333,5,0,1,2,0,RET000506,CUST00482
67,7,2,0.2857,2,5913.88,5386.48,0.1568,0,0,0,1,1754.62,1754.62,1.0,13,1,2,0.8955,31,0,1,2,0,RET000507,CUST00482
251,2,0,0.0,0,0.0,2289.27,0.0,1,0,0,0,2565.93,2565.93,1.0,2,0,0,0.0,251,0,1,1,0,RET000508,CUST00483
258,2,1,0.5,0,0.0,2289.27,0.0,0,1,1,0,2012.62,2012.62,1.0,8,1,1,0.1163,7,0,1,1,0,RET000509,CUST00483
14,6,0,0.0,0,0.0,3537.21,0.0,1,0,0,0,14037.81,11091.14,0.7901,7,0,0,0.0,14,1,1,1,0,RET000510,CUST00485
24,7,1,0.1429,0,0.0,6695.17,0.0,0,0,1,0,2130.95,2130.95,1.0,14,0,1,1.25,10,0,1,1,0,RET000511,CUST00485
62,13,4,0.3077,3,14245.11,6780.97,0.1616,0,0,2,1,1557.15,1557.15,1.0,8,0,3,1.9355,20,0,1,1,1,RET000512,CUST00485
40,11,2,0.1818,2,13222.09,7661.2,0.1569,0,0,2,2,1023.02,1023.02,1.0,7,0,2,1.5,16,0,1,1,1,RET000513,CUST00485
42,11,3,0.2727,2,13222.09,7661.2,0.1569,0,1,3,2,30463.1,30463.1,1.0,8,1,3,2.1429,2,1,1,1,1,RET000514,CUST00485
84,2,0,0.0,0,0.0,8599.3,0.0,0,0,0,0,16677.9,16677.9,1.0,4,0,0,0.0,84,0,1,1,0,RET000515,CUST00487
304,7,0,0.0,0,0.0,3734.58,0.0,0,0,0,0,12149.42,12149.42,1.0,16,0,0,0.0,304,1,1,1,0,RET000516,CUST00491
436,5,0,0.0,0,0.0,5258.82,0.0,0,0,0,0,2109.88,2109.88,1.0,26,0,0,0.0,436,0,1,1,0,RET000517,CUST00492
371,5,0,0.0,0,0.0,1982.83,0.0,0,0,0,0,3051.69,2873.18,0.9415,21,0,0,0.0,371,0,1,1,0,RET000518,CUST00493
339,1,0,0.0,0,0.0,3222.89,0.0,0,0,0,0,3222.89,3222.89,1.0,17,0,0,0.0,339,0,1,1,0,RET000519,CUST00494
18,8,0,0.0,0,0.0,6142.78,0.0,0,0,0,0,11877.78,11877.78,1.0,12,0,0,0.0,18,0,5,1,0,RET000520,CUST00496
383,5,1,0.2,0,0.0,3037.68,0.0,0,0,1,0,4007.5,4007.5,1.0,15,0,1,0.0783,22,0,1,1,0,RET000521,CUST00501
361,4,0,0.0,0,0.0,2795.23,0.0,0,0,0,0,1734.94,1734.94,1.0,22,0,0,0.0,361,0,1,1,0,RET000522,CUST00501
363,5,0,0.0,0,0.0,2714.37,0.0,0,0,0,0,4728.73,4728.73,1.0,14,0,0,0.0,363,0,1,1,0,RET000523,CUST00503
105,12,3,0.25,2,4276.1,7959.37,0.0448,1,1,2,1,1406.18,1406.18,1.0,10,3,1,0.8571,6,0,1,4,1,RET000524,CUST00504
84,6,1,0.1667,1,3633.68,9840.15,0.0615,1,0,1,1,1185.43,642.42,0.5419,13,1,1,0.3571,12,0,1,4,0,RET000525,CUST00504
116,14,4,0.2857,3,5682.28,7950.03,0.0511,0,0,2,2,13130.46,13130.46,1.0,5,4,1,1.0345,11,0,1,4,1,RET000526,CUST00504
72,4,0,0.0,0,0.0,4363.03,0.0,1,0,0,0,4409.05,3633.68,0.8241,4,0,0,0.0,72,0,1,4,0,RET000527,CUST00504
99,11,2,0.1818,2,4276.1,8463.73,0.0459,0,0,2,2,14368.22,14368.22,1.0,9,2,1,0.6061,15,0,1,4,1,RET000528,CUST00504
309,6,0,0.0,0,0.0,4056.67,0.0,0,0,0,0,2239.21,1558.1,0.6958,8,0,0,0.0,309,0,1,1,0,RET000529,CUST00507
418,6,0,0.0,0,0.0,5145.7,0.0,0,0,0,0,171.92,139.0,0.8085,5,0,0,0.0,418,0,1,1,0,RET000530,CUST00514
493,7,1,0.1429,1,5365.11,4625.9,0.1657,0,0,0,0,1399.77,1142.87,0.8165,6,0,1,0.0609,154,0,1,1,1,RET000531,CUST00519
339,2,0,0.0,0,0.0,12007.74,0.0,0,0,0,0,23125.82,9283.19,0.4014,14,0,0,0.0,339,0,1,1,0,RET000532,CUST00519
10,3,1,0.3333,0,0.0,10173.39,0.0,0,1,1,0,12596.08,12596.08,1.0,8,0,1,3.0,1,0,5,1,1,RET000533,CUST00520
129,14,2,0.1429,1,12596.08,7291.91,0.1234,0,0,0,0,1514.3,1514.3,1.0,9,1,2,0.4651,119,0,5,1,0,RET000534,CUST00520
132,14,3,0.2143,1,12596.08,7291.91,0.1234,0,1,1,0,1520.0,1520.0,1.0,10,0,2,0.6818,3,0,5,1,1,RET000535,CUST00520
9,3,0,0.0,0,0.0,10173.39,0.0,1,0,0,0,16135.01,16135.01,1.0,1,0,0,0.0,9,0,5,1,1,RET000536,CUST00520
28,9,2,0.2222,0,0.0,10153.58,0.0,0,2,2,0,36351.3,29026.88,0.7985,8,2,1,2.1429,1,1,1,1,0,RET000537,CUST00521
36,13,3,0.2308,2,38686.39,9619.77,0.3094,0,0,3,2,321.07,321.07,1.0,11,0,1,2.5,8,0,1,1,1,RET000538,CUST00521
41,13,4,0.3077,3,39007.46,9619.77,0.3119,0,1,4,3,13919.97,13919.97,1.0,10,0,2,2.9268,5,0,1,1,1,RET000539,CUST00521
57,15,5,0.3333,4,47818.77,8588.76,0.3712,0,0,4,4,934.3,588.9,0.6303,8,0,3,2.6316,16,0,1,1,1,RET000540,CUST00521
25,7,0,0.0,0,0.0,12387.3,0.0,0,0,0,0,11979.08,9659.51,0.8064,5,0,0,0.0,25,0,1,1,0,RET000541,CUST00521
27,9,1,0.1111,0,0.0,10153.58,0.0,1,1,1,0,20261.26,20261.26,1.0,9,1,1,1.1111,2,0,1,1,0,RET000542,CUST00521
387,4,0,0.0,0,0.0,6864.53,0.0,0,0,0,0,16619.19,16619.19,1.0,25,0,0,0.0,387,1,1,1,0,RET000543,CUST00522
180,5,0,0.0,0,0.0,5196.62,0.0,1,0,0,0,2529.99,2529.99,1.0,2,0,0,0.0,180,0,3,3,0,RET000544,CUST00527
180,5,0,0.0,0,0.0,5196.62,0.0,1,0,0,0,3946.06,2341.25,0.5933,1,0,0,0.0,180,0,3,3,1,RET000545,CUST00527
228,7,2,0.2857,1,2529.99,6521.33,0.0554,0,0,0,0,15232.97,12711.53,0.8345,6,1,2,0.2632,48,0,3,3,0,RET000546,CUST00527
288,8,3,0.375,2,15241.52,5912.45,0.3222,0,0,0,0,1650.28,1650.28,1.0,13,0,2,0.3125,60,0,3,3,1,RET000547,CUST00527
514,5,0,0.0,0,0.0,1212.46,0.0,0,0,0,0,2312.88,2312.88,1.0,19,0,0,0.0,514,0,1,1,0,RET000548,CUST00531
325,5,0,0.0,0,0.0,2419.82,0.0,0,0,0,0,1003.18,1003.18,1.0,23,0,0,0.0,325,0,1,1,0,RET000549,CUST00536
99,8,2,0.25,2,3745.08,7908.42,0.0592,0,0,0,0,542.54,542.54,1.0,26,0,1,0.6061,47,0,1,1,0,RET000550,CUST00540
29,5,0,0.0,0,0.0,9476.84,0.0,0,0,0,0,610.75,610.75,1.0,5,0,0,0.0,29,0,1,1,0,RET000551,CUST00540
52,7,1,0.1429,1,446.03,8960.69,0.0071,0,0,1,1,3299.05,3299.05,1.0,10,1,1,0.5769,23,0,1,1,0,RET000552,CUST00540
287,20,10,0.5,7,26345.09,6554.06,0.201,1,0,1,3,2789.14,2789.14,1.0,1,4,4,1.0453,21,0,3,1,1,RET000553,CUST00544
178,9,2,0.2222,1,14146.75,9398.31,0.1672,1,0,0,0,24403.71,24403.71,1.0,11,0,1,0.3371,59,1,3,1,1,RET000554,CUST00544
256,15,8,0.5333,4,20511.42,7549.69,0.1811,0,2,4,2,4000.0,4000.0,1.0,4,3,3,0.9375,4,0,3,1,1,RET000555,CUST00544
252,14,7,0.5,3,17717.42,7803.24,0.1622,0,1,3,1,2794.0,2794.0,1.0,8,1,3,0.8333,1,0,3,1,1,RET000556,CUST00544
251,14,6,0.4286,2,15646.75,7803.24,0.1432,0,1,2,0,1003.7,502.94,0.5011,2,0,2,0.7171,7,0,3,1,1,RET000557,CUST00544
184,9,3,0.3333,1,14146.75,9398.31,0.1672,0,1,1,0,1500.0,1500.0,1.0,7,1,2,0.4891,6,0,3,1,0,RET000558,CUST00544
244,12,5,0.4167,2,15646.75,8787.3,0.1484,1,0,1,0,3133.97,2625.35,0.8377,1,2,2,0.6148,17,0,3,1,1,RET000559,CUST00544
108,1,0,0.0,0,0.0,519.25,0.0,0,0,0,0,519.25,519.25,1.0,3,0,0,0.0,108,0,3,1,0,RET000560,CUST00544
227,11,4,0.3636,2,15646.75,9301.24,0.1529,1,0,0,0,16509.02,16509.02,1.0,1,2,2,0.5286,43,0,3,1,1,RET000561,CUST00544
319,22,11,0.5,9,31221.74,6220.35,0.2281,0,0,0,2,985.23,731.01,0.742,10,2,4,1.0345,32,0,3,1,0,RET000562,CUST00544
266,18,9,0.5,6,25014.36,6982.09,0.199,0,0,4,4,1563.02,1563.02,1.0,4,0,3,1.015,10,0,3,1,1,RET000563,CUST00544
324,24,12,0.5,10,31952.75,6588.91,0.2021,0,1,1,3,19850.55,16207.39,0.8165,3,3,4,1.1111,5,1,3,1,1,RET000564,CUST00544
119,3,1,0.3333,0,0.0,14168.64,0.0,0,0,1,0,14146.75,14146.75,1.0,9,1,1,0.2521,11,0,3,1,0,RET000565,CUST00544
282,4,0,0.0,0,0.0,9744.26,0.0,0,0,0,0,13079.31,13079.31,1.0,13,0,0,0.0,282,0,1,2,0,RET000566,CUST00545
306,8,2,0.25,1,13079.31,9471.51,0.1726,1,0,2,1,28201.07,28201.07,1.0,1,1,2,0.1961,13,1,1,2,0,RET000567,CUST00545
385,11,3,0.2727,2,41280.38,7812.97,0.4803,0,0,0,0,2096.82,1858.83,0.8865,4,0,2,0.2338,79,0,1,2,1,RET000568,CUST00545
293,5,1,0.2,1,13079.31,8950.04,0.2923,0,0,1,1,5773.18,5773.18,1.0,10,0,1,0.1024,11,0,1,2,0,RET000569,CUST00545
446,15,4,0.2667,3,42372.83,8062.68,0.3504,0,0,0,0,3654.37,3654.37,1.0,4,0,3,0.2691,61,0,1,2,1,RET000570,CUST00545
64,9,1,0.1111,2,4081.9,6461.4,0.0702,0,1,1,2,4441.89,4441.89,1.0,8,0,1,0.4688,5,0,1,1,0,RET000571,CUST00548
59,9,0,0.0,0,0.0,6461.4,0.0,0,0,0,0,2585.26,2585.26,1.0,2,0,0,0.0,59,0,1,1,0,RET000572,CUST00548
327,3,0,0.0,0,0.0,3732.28,0.0,0,0,0,0,5136.64,5136.64,1.0,12,0,0,0.0,327,0,1,1,0,RET000573,CUST00552
19,2,0,0.0,0,0.0,1896.37,0.0,0,0,0,0,2049.14,1386.66,0.6767,2,0,0,0.0,19,0,1,1,0,RET000574,CUST00553
31,6,1,0.1667,1,1386.66,3165.2,0.073,2,0,1,1,4000.0,4000.0,1.0,1,0,1,0.9677,12,0,1,1,0,RET000575,CUST00553
233,5,0,0.0,0,0.0,7931.86,0.0,0,0,0,0,13476.4,13476.4,1.0,6,0,0,0.0,233,0,1,1,0,RET000576,CUST00555
373,18,11,0.6111,2,7670.35,6168.54,0.0691,1,6,7,0,3339.5,3339.5,1.0,3,4,5,0.8847,1,0,1,1,1,RET000577,CUST00557
372,17,9,0.5294,2,7670.35,5821.06,0.0775,0,4,5,0,11021.93,11021.93,1.0,4,2,5,0.7258,1,0,1,1,1,RET000578,CUST00557
370,16,7,0.4375,2,7670.35,5976.15,0.0802,1,2,3,0,1276.17,921.85,0.7224,1,0,4,0.5676,1,0,1,1,1,RET000579,CUST00557
379,21,12,0.5714,3,11009.85,6729.92,0.0779,0,3,7,1,25153.37,25153.37,1.0,6,1,5,0.9499,6,1,1,1,1,RET000580,CUST00557
368,14,5,0.3571,2,7670.35,5951.45,0.0921,0,0,1,0,10870.93,10870.93,1.0,2,0,3,0.4076,22,0,1,1,1,RET000581,CUST00557
387,21,14,0.6667,7,49607.76,6729.92,0.351,0,1,9,5,2624.64,2624.64,1.0,14,3,6,1.0853,5,0,1,1,1,RET000582,CUST00557
371,17,8,0.4706,2,7670.35,5821.06,0.0775,1,3,4,0,1448.92,1448.92,1.0,12,2,5,0.6469,1,0,1,1,1,RET000583,CUST00557
382,21,13,0.619,6,24454.39,6729.92,0.173,0,1,8,4,2516.67,2516.67,1.0,8,0,5,1.0209,3,0,1,1,1,RET000584,CUST00557
369,15,6,0.4,2,7670.35,6289.48,0.0813,1,1,2,0,13785.68,13785.68,1.0,8,1,4,0.4878,1,1,1,1,1,RET000585,CUST00557
252,4,2,0.5,0,0.0,4118.94,0.0,0,2,2,0,6000.0,6000.0,1.0,7,1,2,0.2381,3,0,1,1,0,RET000586,CUST00557
346,8,4,0.5,2,7670.35,6073.85,0.1579,0,0,0,0,1750.4,1750.4,1.0,12,1,3,0.3468,64,0,1,1,1,RET000587,CUST00557
282,6,3,0.5,1,6000.0,5185.82,0.1928,0,0,1,1,3565.18,1670.35,0.4685,4,0,2,0.3191,30,0,1,1,1,RET000588,CUST00557
249,3,0,0.0,0,0.0,3522.96,0.0,0,0,0,0,3851.14,3008.5,0.7812,8,0,0,0.0,249,0,1,1,0,RET000589,CUST00557
372,17,9,0.5294,2,7670.35,5821.06,0.0775,0,4,5,0,1651.76,1651.76,1.0,9,2,5,0.7258,1,0,1,1,1,RET000590,CUST00557
249,3,0,0.0,0,0.0,3522.96,0.0,0,0,0,0,717.73,717.73,1.0,9,0,0,0.0,249,0,1,1,0,RET000591,CUST00557
397,22,15,0.6818,7,49607.76,6490.44,0.3474,0,0,10,5,1461.23,819.93,0.5611,2,2,6,1.1335,10,0,1,1,1,RET000592,CUST00557
101,4,0,0.0,0,0.0,6933.55,0.0,0,0,0,0,6608.35,4552.9,0.689,28,0,0,0.0,101,0,1,4,0,RET000593,CUST00558
105,1,0,0.0,0,0.0,404.74,0.0,0,0,0,0,404.74,404.74,1.0,16,0,0,0.0,105,0,1,1,0,RET000594,CUST00559
143,2,1,0.5,0,0.0,1253.3,0.0,0,0,0,0,2101.86,2101.86,1.0,27,0,1,0.2098,38,0,1,1,0,RET000595,CUST00559
258,3,2,0.6667,1,2101.86,3093.83,0.2265,0,0,0,0,6774.9,5163.61,0.7622,3,0,2,0.2326,115,0,1,1,0,RET000596,CUST00559
72,5,0,0.0,0,0.0,1113.48,0.0,0,0,0,0,1072.8,519.65,0.4844,6,0,0,0.0,72,0,4,1,0,RET000597,CUST00561
78,6,1,0.1667,0,0.0,1478.03,0.0,0,1,1,0,3300.76,3300.76,1.0,3,1,1,0.3846,6,1,4,1,0,RET000598,CUST00561
89,8,2,0.25,1,3300.76,5287.67,0.078,0,0,2,1,21070.72,21070.72,1.0,5,0,1,0.6742,11,1,4,1,1,RET000599,CUST00561
117,2,0,0.0,0,0.0,2755.55,0.0,0,0,0,0,1081.5,1081.5,1.0,9,0,0,0.0,117,0,1,1,0,RET000600,CUST00566
46,3,0,0.0,0,0.0,1559.5,0.0,0,0,0,0,736.37,315.32,0.4282,10,0,0,0.0,46,0,1,1,0,RET000601,CUST00568
449,1,0,0.0,0,0.0,1807.02,0.0,0,0,0,0,1807.02,1807.02,1.0,23,0,0,0.0,449,0,1,1,0,RET000602,CUST00569
410,6,0,0.0,0,0.0,2551.87,0.0,0,0,0,0,5052.53,3725.29,0.7373,23,0,0,0.0,410,0,1,1,0,RET000603,CUST00573
116,12,0,0.0,0,0.0,4065.3,0.0,0,0,0,0,5020.28,4157.44,0.8281,2,0,0,0.0,116,0,1,1,1,RET000604,CUST00576
118,12,1,0.0833,0,0.0,4065.3,0.0,0,1,1,0,1175.04,712.52,0.6064,24,0,1,0.2542,2,0,1,1,1,RET000605,CUST00576
256,1,0,0.0,0,0.0,13246.14,0.0,0,0,0,0,13246.14,13246.14,1.0,25,0,0,0.0,256,0,1,1,0,RET000606,CUST00577
15,3,0,0.0,0,0.0,2786.4,0.0,1,0,0,0,3469.25,2553.03,0.7359,9,0,0,0.0,15,0,2,1,0,RET000607,CUST00580
74,12,2,0.1667,1,1111.11,6723.13,0.0138,0,0,1,1,13235.83,13235.83,1.0,6,1,2,0.8108,10,0,2,1,1,RET000608,CUST00580
64,8,1,0.125,0,0.0,5538.31,0.0,0,0,0,0,1111.11,1111.11,1.0,8,0,1,0.4688,49,0,2,1,0,RET000609,CUST00580
77,12,3,0.25,1,1111.11,6723.13,0.0138,0,1,2,1,1933.88,1564.27,0.8089,13,2,2,1.1688,3,0,2,1,1,RET000610,CUST00580
185,3,0,0.0,0,0.0,1884.63,0.0,0,0,0,0,2100.32,2100.32,1.0,24,0,0,0.0,185,0,1,1,0,RET000611,CUST00581
87,14,4,0.2857,1,214.19,7136.46,0.0021,1,0,2,1,18556.52,18556.52,1.0,6,1,4,1.3793,11,1,1,1,1,RET000612,CUST00582
66,10,2,0.2,0,0.0,7218.09,0.0,0,0,1,0,2636.53,2636.53,1.0,12,0,2,0.9091,18,0,1,1,0,RET000613,CUST00582
48,8,1,0.125,0,0.0,8524.09,0.0,0,0,0,0,1006.83,1006.83,1.0,11,0,1,0.625,43,0,1,1,0,RET000614,CUST00582
5,3,0,0.0,0,0.0,2973.98,0.0,1,0,0,0,5802.67,5802.67,1.0,1,0,0,0.0,5,0,1,1,0,RET000615,CUST00582
110,19,6,0.3158,2,16365.05,9072.86,0.0949,0,0,2,2,5811.67,3165.72,0.5447,9,2,4,1.6364,20,0,1,1,1,RET000616,CUST00582
76,11,3,0.2727,0,0.0,6592.21,0.0,0,0,2,0,333.4,214.19,0.6424,9,0,3,1.1842,10,0,1,1,1,RET000617,CUST00582
90,15,5,0.3333,1,214.19,6728.76,0.0021,0,1,3,1,2334.77,2334.77,1.0,10,1,4,1.6667,3,0,1,1,1,RET000618,CUST00582
150,9,2,0.2222,1,1955.17,3651.35,0.0595,0,1,2,1,1923.63,1923.63,1.0,12,0,2,0.4,4,0,1,1,0,RET000619,CUST00584
154,9,3,0.3333,2,3627.25,3651.35,0.1104,0,1,3,2,6165.28,3221.4,0.5225,11,1,3,0.5844,4,0,1,1,0,RET000620,CUST00584
142,6,0,0.0,0,0.0,4174.37,0.0,1,0,0,0,1672.08,1672.08,1.0,5,0,0,0.0,142,0,1,1,0,RET000621,CUST00584
146,9,1,0.1111,0,0.0,3651.35,0.0,1,1,1,0,1955.17,1955.17,1.0,5,0,1,0.2055,4,0,1,1,0,RET000622,CUST00584
47,15,5,0.3333,3,20834.69,5868.53,0.2367,1,0,5,3,1888.86,1888.86,1.0,10,1,3,3.1915,9,0,5,4,1,RET000623,CUST00587
35,12,3,0.25,2,18919.33,5211.97,0.3025,0,0,3,2,1915.36,1915.36,1.0,2,1,3,2.5714,9,0,5,4,1,RET000624,CUST00587
54,15,6,0.4,3,20834.69,5868.53,0.2367,0,1,6,3,18447.71,18447.71,1.0,8,0,3,3.3333,7,1,5,4,1,RET000625,CUST00587
26,8,2,0.25,0,0.0,6054.03,0.0,0,2,2,0,16326.25,16326.25,1.0,8,0,2,2.3077,1,1,5,4,0,RET000626,CUST00587
25,8,1,0.125,0,0.0,6054.03,0.0,0,1,1,0,2593.08,2593.08,1.0,13,0,1,1.2,1,0,5,4,0,RET000627,CUST00587
38,14,4,0.2857,2,18919.33,4970.01,0.2719,2,1,4,2,5147.69,5147.69,1.0,1,2,3,3.1579,3,0,5,4,1,RET000628,CUST00587
