refund_id,order_id,customer_id,refund_date,refund_amount,refund_status
REF000976,ORD009039,CUST01326,2026-07-25,1380.08,Processed
REF000977,ORD009057,CUST01328,2026-06-07,1869.15,Declined
REF000978,ORD009080,CUST01331,2026-07-11,1271.65,Processed
REF000979,ORD009100,CUST01334,2026-06-05,16977.85,Processed
REF000980,ORD009144,CUST01341,2026-03-22,4156.93,Processed
REF000981,ORD009147,CUST01342,2026-04-02,735.71,Processed
REF000982,ORD009148,CUST01342,2026-09-17,1296.76,Processed
REF000983,ORD009156,CUST01343,2026-08-27,1366.75,Processed
REF000984,ORD009166,CUST01346,2026-08-07,15410.99,Processed
REF000985,ORD009168,CUST01346,2026-08-20,1167.25,Processed
REF000986,ORD009176,CUST01346,2026-05-21,1099.29,Processed
REF000987,ORD009179,CUST01346,2026-07-26,698.65,Pending
REF000988,ORD009228,CUST01354,2026-07-29,546.38,Processed
REF000989,ORD009232,CUST01354,2026-06-29,582.45,Processed
REF000990,ORD009246,CUST01356,2026-08-30,1536.98,Processed
REF000991,ORD009248,CUST01356,2026-04-06,1377.8,Processed
REF000992,ORD009249,CUST01356,2026-03-02,2371.09,Processed
REF000993,ORD009250,CUST01356,2026-02-23,1930.49,Declined
REF000994,ORD009251,CUST01356,2026-05-06,1781.29,Processed
REF000995,ORD009256,CUST01356,2026-02-09,1595.11,Pending
REF000996,ORD009257,CUST01356,2026-04-04,4861.9,Processed
REF000997,ORD009259,CUST01357,2026-07-28,2636.39,Processed
REF000998,ORD009271,CUST01361,2026-08-26,1166.25,Processed
REF000999,ORD009274,CUST01361,2026-08-01,3207.1,Processed
REF001000,ORD009280,CUST01362,2026-07-14,2202.7,Processed
REF001001,ORD009286,CUST01363,2026-09-27,2111.21,Processed
REF001002,ORD009299,CUST01366,2026-09-22,461.12,Pending
REF001003,ORD009320,CUST01369,2026-05-12,1524.17,Pending
REF001004,ORD009341,CUST01373,2026-05-29,29275.31,Processed
REF001005,ORD009364,CUST01377,2026-08-24,2696.26,Processed
REF001006,ORD009366,CUST01377,2026-08-08,1787.13,Processed
REF001007,ORD009371,CUST01378,2026-04-15,2822.03,Processed
REF001008,ORD009381,CUST01379,2026-08-14,1867.99,Processed
REF001009,ORD009383,CUST01379,2026-08-21,2369.26,Processed
REF001010,ORD009387,CUST01379,2026-07-17,16034.21,Declined
REF001011,ORD009389,CUST01379,2026-07-24,3152.53,Processed
REF001012,ORD009391,CUST01379,2026-07-06,32418.66,Processed
REF001013,ORD009393,CUST01379,2026-07-07,6967.82,Pending
REF001014,ORD009397,CUST01380,2026-06-19,1306.74,Processed
REF001015,ORD009399,CUST01380,2026-06-09,19694.82,Processed
REF001016,ORD009401,CUST01380,2026-06-29,1270.08,Processed
REF001017,ORD009402,CUST01380,2026-07-07,1704.25,Processed
REF001018,ORD009437,CUST01385,2026-07-19,1097.81,Processed
REF001019,ORD009441,CUST01385,2026-09-04,1921.08,Pending
REF001020,ORD009442,CUST01385,2026-08-02,979.95,Processed
REF001021,ORD009452,CUST01386,2026-06-27,27840.87,Pending
REF001022,ORD009465,CUST01388,2026-08-22,168.84,Processed
REF001023,ORD009489,CUST01391,2026-08-09,852.36,Processed
REF001024,ORD009494,CUST01392,2026-01-22,1229.78,Processed
REF001025,ORD009509,CUST01395,2026-09-11,1087.6,Processed
REF001026,ORD009512,CUST01395,2026-04-14,2738.94,Pending
REF001027,ORD009523,CUST01398,2026-04-23,1357.78,Processed
REF001028,ORD009541,CUST01402,2026-08-23,1428.63,Processed
REF001029,ORD009544,CUST01402,2026-08-17,21218.4,Processed
REF001030,ORD009549,CUST01402,2026-08-19,4182.65,Processed
REF001031,ORD009550,CUST01402,2026-08-17,698.75,Processed
REF001032,ORD009551,CUST01402,2026-08-13,5962.11,Processed
REF001033,ORD009554,CUST01402,2026-07-28,692.75,Processed
REF001034,ORD009557,CUST01402,2026-06-26,7565.14,Processed
REF001035,ORD009559,CUST01402,2026-05-13,16111.4,Processed
REF001036,ORD009560,CUST01402,2026-07-14,2557.32,Declined
REF001037,ORD009562,CUST01402,2026-05-14,15885.39,Processed
REF001038,ORD009571,CUST01404,2026-01-25,2761.44,Pending
REF001039,ORD009586,CUST01406,2026-09-06,3100.34,Pending
REF001040,ORD009592,CUST01407,2026-07-29,1458.42,Processed
REF001041,ORD009601,CUST01408,2026-08-14,568.55,Declined
REF001042,ORD009605,CUST01408,2026-08-01,635.85,Processed
REF001043,ORD009610,CUST01409,2026-09-03,10227.18,Processed
REF001044,ORD009612,CUST01409,2026-02-24,1441.38,Processed
REF001045,ORD009623,CUST01410,2026-06-28,823.01,Processed
REF001046,ORD009628,CUST01410,2026-06-30,1920.32,Processed
REF001047,ORD009641,CUST01412,2026-09-13,1689.19,Processed
REF001048,ORD009660,CUST01415,2026-04-20,582.76,Pending
REF001049,ORD009668,CUST01416,2026-09-08,1586.44,Processed
REF001050,ORD009677,CUST01418,2026-02-23,274.99,Processed
REF001051,ORD009694,CUST01421,2026-09-01,2468.8,Processed
REF001052,ORD009695,CUST01421,2026-05-25,1889.02,Processed
REF001053,ORD009719,CUST01425,2026-08-22,207.56,Processed
REF001054,ORD009720,CUST01425,2026-08-28,4379.02,Processed
REF001055,ORD009721,CUST01425,2026-09-07,1141.6,Processed
REF001056,ORD009723,CUST01425,2026-08-10,19881.65,Processed
REF001057,ORD009732,CUST01425,2026-09-10,1026.01,Processed
REF001058,ORD009733,CUST01425,2026-09-04,771.57,Pending
REF001059,ORD009737,CUST01425,2026-09-19,2407.08,Pending
REF001060,ORD009769,CUST01432,2026-03-19,1229.01,Processed
REF001061,ORD009771,CUST01433,2026-06-20,3100.02,Processed
REF001062,ORD009782,CUST01435,2026-03-03,29398.82,Processed
REF001063,ORD009793,CUST01437,2026-07-16,12763.78,Processed
REF001064,ORD009800,CUST01439,2026-07-23,1877.43,Processed
REF001065,ORD009812,CUST01441,2026-05-09,28819.11,Processed
REF001066,ORD009815,CUST01441,2026-04-20,10089.83,Processed
REF001067,ORD009817,CUST01441,2026-05-02,5323.21,Processed
REF001068,ORD009831,CUST01443,2026-07-19,1897.47,Pending
REF001069,ORD009837,CUST01444,2026-09-08,2517.52,Pending
REF001070,ORD009838,CUST01444,2026-09-10,1391.76,Pending
REF001071,ORD009840,CUST01444,2026-08-20,2081.65,Processed
REF001072,ORD009841,CUST01444,2026-09-08,1105.26,Processed
REF001073,ORD009842,CUST01444,2026-06-25,3899.12,Processed
REF001074,ORD009849,CUST01444,2026-07-30,277.36,Processed
REF001075,ORD009863,CUST01447,2026-08-20,2900.69,Processed
REF001076,ORD009889,CUST01451,2026-04-18,3406.82,Processed
REF001077,ORD009903,CUST01454,2026-08-07,1284.6,Pending
REF001078,ORD009906,CUST01455,2026-06-25,1208.84,Processed
REF001079,ORD009907,CUST01455,2026-06-20,19293.57,Pending
REF001080,ORD009911,CUST01455,2026-08-12,1839.28,Processed
REF001081,ORD009915,CUST01455,2026-09-03,18498.65,Processed
REF001082,ORD009937,CUST01459,2026-07-18,19124.77,Processed
REF001083,ORD009939,CUST01459,2026-07-15,5398.83,Pending
REF001084,ORD009949,CUST01459,2026-06-17,14736.45,Processed
REF001085,ORD009951,CUST01459,2026-08-26,757.88,Pending
REF001086,ORD009959,CUST01460,2026-07-29,1964.52,Processed
REF001087,ORD009990,CUST01466,2026-08-10,18115.61,Processed
REF001088,ORD010005,CUST01468,2026-05-20,5394.59,Processed
REF001089,ORD010006,CUST01468,2026-05-19,1241.2,Processed
REF001090,ORD010008,CUST01468,2026-06-10,4508.77,Processed
REF001091,ORD010028,CUST01471,2026-08-22,1565.55,Processed
REF001092,ORD010029,CUST01472,2026-08-02,40293.32,Processed
REF001093,ORD010030,CUST01472,2026-07-29,549.86,Processed
REF001094,ORD010032,CUST01472,2026-09-14,6630.65,Pending
REF001095,ORD010037,CUST01472,2026-07-24,2293.48,Declined
REF001096,ORD010044,CUST01473,2026-07-26,3678.65,Declined
REF001097,ORD010045,CUST01473,2026-09-14,26816.26,Pending
REF001098,ORD010060,CUST01476,2026-03-26,1268.33,Processed
REF001099,ORD010074,CUST01479,2026-03-20,19304.09,Processed
REF001100,ORD010077,CUST01479,2026-04-05,546.01,Processed
REF001101,ORD010078,CUST01479,2026-05-02,3745.19,Processed
REF001102,ORD010079,CUST01479,2026-05-30,16852.12,Processed
REF001103,ORD010082,CUST01480,2026-07-22,707.59,Processed
REF001104,ORD010089,CUST01480,2026-08-26,4344.58,Processed
REF001105,ORD010090,CUST01480,2026-09-04,25996.72,Processed
REF001106,ORD010091,CUST01480,2026-07-11,17089.55,Processed
REF001107,ORD010093,CUST01481,2026-09-04,3256.22,Pending
REF001108,ORD010094,CUST01481,2026-06-10,2362.14,Processed
REF001109,ORD010097,CUST01481,2026-07-24,3866.65,Processed
REF001110,ORD010101,CUST01481,2026-08-07,3426.98,Processed
REF001111,ORD010103,CUST01481,2026-06-16,2801.47,Pending
REF001112,ORD010105,CUST01481,2026-07-14,1877.81,Processed
REF001113,ORD010109,CUST01481,2026-06-06,3752.51,Pending
REF001114,ORD010117,CUST01482,2026-05-08,24975.64,Processed
REF001115,ORD010120,CUST01482,2026-08-26,2267.04,Processed
REF001116,ORD010122,CUST01482,2026-07-08,11587.47,Processed
REF001117,ORD010123,CUST01482,2026-07-30,23581.44,Pending
REF001118,ORD010125,CUST01482,2026-08-02,8951.39,Processed
REF001119,ORD010126,CUST01482,2026-08-16,6545.05,Processed
REF001120,ORD010129,CUST01482,2026-01-25,1879.17,Processed
REF001121,ORD010132,CUST01482,2026-05-06,2947.44,Processed
REF001122,ORD010134,CUST01482,2026-06-19,4092.81,Processed
REF001123,ORD010135,CUST01482,2026-04-20,2746.07,Processed
REF001124,ORD010147,CUST01484,2026-08-25,2177.01,Pending
REF001125,ORD010151,CUST01484,2026-09-07,1133.0,Processed
REF001126,ORD010155,CUST01484,2026-09-15,15397.98,Processed
REF001127,ORD010207,CUST01492,2026-05-29,724.82,Processed
REF001128,ORD010209,CUST01492,2026-03-23,2145.87,Processed
REF001129,ORD010220,CUST01494,2026-09-10,798.84,Processed
REF001130,ORD010240,CUST01497,2026-05-25,2693.11,Processed
REF001131,ORD010269,CUST01503,2026-05-06,4156.57,Processed
REF001132,ORD010274,CUST01503,2026-05-08,3565.17,Processed
REF001133,ORD010276,CUST01503,2026-05-07,1001.77,Processed
REF001134,ORD010277,CUST01503,2026-05-21,541.27,Processed
REF001135,ORD010281,CUST01503,2026-07-07,10717.48,Declined
REF001136,ORD010288,CUST01505,2026-04-28,1165.35,Processed
REF001137,ORD010298,CUST01506,2026-08-05,1698.66,Pending
REF001138,ORD010300,CUST01506,2026-07-18,10791.52,Processed
REF001139,ORD010309,CUST01508,2026-06-10,506.95,Processed
REF001140,ORD010321,CUST01509,2026-09-14,1664.64,Pending
REF001141,ORD010327,CUST01510,2026-08-10,973.34,Processed
REF001142,ORD010353,CUST01514,2026-03-24,3196.9,Pending
REF001143,ORD010363,CUST01516,2026-08-05,1161.86,Pending
REF001144,ORD010370,CUST01517,2026-06-14,1290.67,Pending
REF001145,ORD010379,CUST01518,2026-05-20,9701.92,Processed
REF001146,ORD010386,CUST01519,2026-07-04,940.95,Pending
REF001147,ORD010396,CUST01521,2026-07-28,6002.56,Processed
REF001148,ORD010412,CUST01524,2026-07-09,5601.45,Processed
REF001149,ORD010413,CUST01524,2026-06-25,2763.82,Processed
REF001150,ORD010415,CUST01524,2026-06-25,2271.04,Processed
REF001151,ORD010416,CUST01524,2026-06-14,15697.79,Processed
REF001152,ORD010418,CUST01524,2026-06-23,518.25,Processed
REF001153,ORD010421,CUST01524,2026-06-14,4544.95,Declined
REF001154,ORD010423,CUST01524,2026-06-22,2285.76,Processed
REF001155,ORD010424,CUST01524,2026-08-29,996.89,Processed
REF001156,ORD010430,CUST01524,2026-04-20,34963.21,Processed
REF001157,ORD010438,CUST01526,2026-01-27,26759.63,Processed
REF001158,ORD010439,CUST01526,2026-09-06,55000.0,Pending
REF001159,ORD010444,CUST01527,2026-04-15,2039.67,Processed
REF001160,ORD010451,CUST01527,2026-05-30,502.35,Pending
REF001161,ORD010453,CUST01527,2026-08-31,2581.84,Processed
REF001162,ORD010460,CUST01528,2026-08-25,451.87,Declined
REF001163,ORD010465,CUST01529,2026-07-18,1124.87,Processed
REF001164,ORD010471,CUST01530,2026-08-17,2826.91,Processed
REF001165,ORD010477,CUST01531,2026-05-26,550.15,Processed
REF001166,ORD010480,CUST01531,2026-02-16,3219.08,Processed
REF001167,ORD010519,CUST01541,2026-05-17,9450.55,Processed
REF001168,ORD010529,CUST01543,2026-05-20,3488.62,Processed
REF001169,ORD010560,CUST01550,2026-08-15,262.06,Processed
REF001170,ORD010566,CUST01551,2026-09-14,2376.8,Pending
REF001171,ORD010580,CUST01553,2026-07-28,2024.77,Processed
REF001172,ORD010587,CUST01554,2026-03-13,410.63,Processed
REF001173,ORD010589,CUST01555,2026-09-10,9510.4,Pending
REF001174,ORD010590,CUST01555,2026-08-28,979.24,Processed
REF001175,ORD010595,CUST01555,2026-08-31,10400.05,Processed
REF001176,ORD010596,CUST01555,2026-09-02,4881.95,Pending
REF001177,ORD010597,CUST01555,2026-09-05,7501.98,Processed
REF001178,ORD010599,CUST01555,2026-08-02,8301.87,Processed
REF001179,ORD010606,CUST01556,2026-06-24,972.45,Processed
REF001180,ORD010634,CUST01561,2026-05-08,105.05,Processed
REF001181,ORD010638,CUST01561,2026-04-06,8000.0,Declined
REF001182,ORD010651,CUST01563,2026-05-03,725.6,Processed
REF001183,ORD010680,CUST01568,2026-06-15,199.27,Processed
REF001184,ORD010684,CUST01569,2026-08-14,18502.96,Processed
REF001185,ORD010686,CUST01569,2026-07-28,9818.67,Processed
REF001186,ORD010690,CUST01569,2026-06-20,8636.78,Processed
REF001187,ORD010706,CUST01572,2026-08-19,486.21,Pending
REF001188,ORD010740,CUST01577,2026-08-19,875.8,Processed
REF001189,ORD010743,CUST01577,2026-08-21,1495.06,Processed
REF001190,ORD010747,CUST01577,2026-08-01,736.96,Pending
REF001191,ORD010750,CUST01577,2026-08-25,1502.34,Processed
REF001192,ORD010770,CUST01580,2026-07-22,11021.07,Processed
REF001193,ORD010782,CUST01582,2026-07-31,1694.6,Processed
REF001194,ORD010790,CUST01582,2026-09-19,838.79,Pending
REF001195,ORD010805,CUST01584,2026-07-17,8536.15,Processed
REF001196,ORD010809,CUST01584,2026-08-09,1644.53,Declined
REF001197,ORD010835,CUST01588,2026-07-30,28874.89,Processed
REF001198,ORD010838,CUST01588,2026-09-08,32314.71,Processed
REF001199,ORD010880,CUST01593,2026-08-25,14113.86,Processed
REF001200,ORD010881,CUST01594,2026-06-21,27811.27,Pending
REF001201,ORD010887,CUST01595,2026-06-21,14659.43,Processed
REF001202,ORD010892,CUST01595,2026-08-14,4079.44,Processed
REF001203,ORD010895,CUST01595,2026-06-02,1592.69,Processed
REF001204,ORD010899,CUST01595,2026-08-15,663.21,Processed
REF001205,ORD010901,CUST01595,2026-09-06,4507.9,Processed
REF001206,ORD010905,CUST01596,2026-04-05,1379.52,Processed
REF001207,ORD010910,CUST01596,2026-05-10,4773.07,Processed
REF001208,ORD010914,CUST01596,2026-02-21,13779.62,Processed
REF001209,ORD010934,CUST01600,2026-06-27,616.64,Processed
REF001210,ORD010940,CUST01601,2026-04-10,25908.28,Processed
REF001211,ORD010945,CUST01601,2026-04-15,367.51,Declined
REF001212,ORD010946,CUST01601,2026-04-08,6215.15,Pending
REF001213,ORD010954,CUST01601,2026-06-30,3166.6,Processed
REF001214,ORD010963,CUST01603,2026-08-27,2218.62,Pending
REF001215,ORD010982,CUST01605,2026-08-25,2783.01,Processed
REF001216,ORD010985,CUST01605,2026-08-30,4150.27,Processed
REF001217,ORD010991,CUST01605,2026-08-25,9493.21,Pending
REF001218,ORD010992,CUST01605,2026-09-01,858.14,Processed
REF001219,ORD010993,CUST01605,2026-09-10,24496.31,Processed
REF001220,ORD011003,CUST01607,2026-04-04,739.47,Processed
REF001221,ORD011091,CUST01623,2026-08-21,2549.51,Processed
REF001222,ORD011092,CUST01624,2026-01-18,976.84,Processed
REF001223,ORD011093,CUST01624,2026-05-08,1072.86,Processed
REF001224,ORD011095,CUST01624,2026-09-07,1218.37,Processed
REF001225,ORD011116,CUST01628,2026-06-18,9561.23,Processed
REF001226,ORD011159,CUST01634,2026-08-07,468.54,Processed
REF001227,ORD011169,CUST01635,2026-05-13,22628.51,Processed
REF001228,ORD011209,CUST01642,2026-02-17,2038.53,Processed
REF001229,ORD011229,CUST01645,2026-08-23,1141.66,Processed
REF001230,ORD011253,CUST01649,2026-07-19,22568.62,Pending
REF001231,ORD011279,CUST01655,2026-07-04,1179.09,Processed
REF001232,ORD011286,CUST01656,2026-08-03,2104.64,Processed
REF001233,ORD011304,CUST01660,2026-07-19,11935.38,Processed
REF001234,ORD011305,CUST01660,2026-09-09,664.44,Pending
REF001235,ORD011308,CUST01660,2026-08-13,14248.2,Declined
REF001236,ORD011310,CUST01660,2026-08-16,16238.07,Declined
REF001237,ORD011312,CUST01660,2026-08-21,2609.43,Processed
REF001238,ORD011326,CUST01661,2026-09-11,532.06,Processed
REF001239,ORD011328,CUST01662,2026-05-02,20203.09,Processed
REF001240,ORD011331,CUST01662,2026-03-12,1018.54,Processed
REF001241,ORD011342,CUST01664,2026-06-30,834.44,Processed
REF001242,ORD011367,CUST01669,2026-05-21,12231.53,Processed
REF001243,ORD011372,CUST01669,2026-06-15,11430.21,Processed
REF001244,ORD011379,CUST01669,2026-03-13,1601.43,Declined
REF001245,ORD011397,CUST01672,2026-03-19,1240.51,Processed
REF001246,ORD011401,CUST01673,2026-05-19,1985.16,Processed
REF001247,ORD011402,CUST01673,2026-08-11,2416.37,Pending
REF001248,ORD011408,CUST01674,2026-04-21,12352.9,Processed
REF001249,ORD011409,CUST01674,2026-03-09,3255.91,Processed
REF001250,ORD011410,CUST01674,2026-06-12,8788.87,Processed
REF001251,ORD011419,CUST01674,2026-04-09,2277.78,Declined
REF001252,ORD011420,CUST01674,2026-08-29,696.09,Processed
REF001253,ORD011432,CUST01677,2026-02-11,1455.49,Processed
REF001254,ORD011453,CUST01681,2026-05-04,1227.53,Processed
REF001255,ORD011463,CUST01683,2026-09-07,4391.61,Pending
REF001256,ORD011495,CUST01689,2026-07-26,24124.14,Processed
REF001257,ORD011515,CUST01693,2026-04-24,1679.07,Processed
REF001258,ORD011520,CUST01695,2026-07-16,2436.4,Processed
REF001259,ORD011524,CUST01695,2026-07-16,3230.96,Pending
REF001260,ORD011532,CUST01696,2026-09-04,1102.32,Processed
REF001261,ORD011535,CUST01696,2026-08-03,620.96,Declined
REF001262,ORD011617,CUST01710,2026-08-19,6547.2,Processed
REF001263,ORD011620,CUST01710,2026-09-04,10494.35,Processed
REF001264,ORD011623,CUST01710,2026-08-29,1961.45,Processed
REF001265,ORD011625,CUST01710,2026-08-11,19213.7,Processed
REF001266,ORD011629,CUST01710,2026-07-22,16045.58,Processed
REF001267,ORD011632,CUST01711,2026-08-03,3813.31,Processed
REF001268,ORD011659,CUST01716,2026-03-23,1469.93,Pending
REF001269,ORD011665,CUST01717,2026-02-28,1811.62,Processed
REF001270,ORD011675,CUST01718,2026-08-02,2685.16,Processed
REF001271,ORD011685,CUST01718,2026-07-30,10742.79,Processed
REF001272,ORD011689,CUST01718,2026-08-18,1190.91,Processed
REF001273,ORD011691,CUST01718,2026-08-09,1063.35,Processed
REF001274,ORD011692,CUST01718,2026-07-09,2845.78,Pending
REF001275,ORD011700,CUST01720,2026-07-14,35311.55,Processed
REF001276,ORD011705,CUST01720,2026-07-20,311.04,Processed
REF001277,ORD011706,CUST01720,2026-06-17,1111.68,Processed
REF001278,ORD011719,CUST01721,2026-06-18,2612.05,Processed
REF001279,ORD011727,CUST01722,2026-08-14,3601.75,Processed
REF001280,ORD011728,CUST01722,2026-08-30,394.4,Processed
REF001281,ORD011755,CUST01728,2026-06-25,2084.99,Processed
REF001282,ORD011760,CUST01728,2026-06-10,21911.01,Processed
REF001283,ORD011763,CUST01728,2026-05-31,1508.78,Declined
REF001284,ORD011782,CUST01730,2026-07-18,6850.32,Processed
REF001285,ORD011805,CUST01734,2026-08-22,581.47,Processed
REF001286,ORD011810,CUST01734,2026-04-16,1068.02,Processed
REF001287,ORD011811,CUST01734,2026-04-04,5018.89,Processed
REF001288,ORD011825,CUST01736,2026-04-29,3178.58,Pending
REF001289,ORD011830,CUST01737,2026-04-06,17856.28,Processed
REF001290,ORD011865,CUST01742,2026-04-20,25862.82,Processed
REF001291,ORD011912,CUST01751,2026-05-30,4136.76,Processed
REF001292,ORD011918,CUST01751,2026-09-04,2579.61,Pending
REF001293,ORD011919,CUST01751,2026-08-24,1372.95,Pending
REF001294,ORD011924,CUST01751,2026-06-14,1447.3,Pending
REF001295,ORD011927,CUST01752,2026-07-30,952.55,Processed
REF001296,ORD011928,CUST01752,2026-07-15,24458.71,Pending
REF001297,ORD011930,CUST01752,2026-08-02,10340.14,Processed
REF001298,ORD011931,CUST01752,2026-07-22,2151.13,Processed
REF001299,ORD011937,CUST01752,2026-07-13,920.84,Declined
REF001300,ORD011938,CUST01752,2026-08-28,10648.41,Processed
REF001301,ORD011947,CUST01754,2026-07-25,8253.18,Processed
REF001302,ORD011966,CUST01758,2026-03-08,3717.23,Processed
REF001303,ORD011982,CUST01762,2026-09-03,1338.27,Processed
REF001304,ORD011984,CUST01762,2026-08-14,23064.05,Processed
REF001305,ORD011991,CUST01762,2026-07-13,798.37,Pending
REF001306,ORD012008,CUST01765,2026-08-28,1320.87,Processed
REF001307,ORD012009,CUST01765,2026-08-27,2647.6,Processed
REF001308,ORD012011,CUST01765,2026-08-16,1495.94,Processed
REF001309,ORD012015,CUST01765,2026-09-08,1432.01,Processed
REF001310,ORD012017,CUST01765,2026-08-25,4821.68,Processed
REF001311,ORD012020,CUST01765,2026-09-10,370.78,Processed
REF001312,ORD012021,CUST01765,2026-09-06,1971.68,Pending
REF001313,ORD012022,CUST01765,2026-08-23,1107.18,Processed
REF001314,ORD012028,CUST01766,2026-08-22,1292.74,Processed
REF001315,ORD012033,CUST01766,2026-06-19,12374.05,Declined
REF001316,ORD012058,CUST01769,2026-08-05,1674.42,Pending
REF001317,ORD012059,CUST01769,2026-07-23,9961.73,Pending
REF001318,ORD012060,CUST01769,2026-06-11,2167.84,Processed
REF001319,ORD012065,CUST01770,2026-09-06,3198.47,Processed
REF001320,ORD012077,CUST01772,2026-04-27,1651.83,Declined
REF001321,ORD012080,CUST01772,2026-09-20,2868.9,Pending
REF001322,ORD012081,CUST01772,2026-07-03,6547.99,Processed
REF001323,ORD012092,CUST01773,2026-03-17,1071.09,Processed
REF001324,ORD012105,CUST01776,2026-08-28,1060.86,Pending
REF001325,ORD012106,CUST01776,2026-09-05,10452.51,Pending
REF001326,ORD012115,CUST01776,2026-08-27,1021.32,Declined
REF001327,ORD012116,CUST01776,2026-08-24,3308.48,Processed
REF001328,ORD012117,CUST01776,2026-09-02,545.18,Pending
REF001329,ORD012124,CUST01778,2026-05-09,15157.61,Processed
REF001330,ORD012131,CUST01780,2026-02-18,4167.29,Processed
REF001331,ORD012159,CUST01784,2026-03-21,1155.85,Processed
REF001332,ORD012184,CUST01789,2026-07-28,2818.78,Processed
REF001333,ORD012196,CUST01791,2026-07-21,2142.58,Processed
REF001334,ORD012198,CUST01791,2026-07-18,4256.65,Processed
REF001335,ORD012205,CUST01791,2026-08-11,391.52,Processed
REF001336,ORD012221,CUST01794,2026-04-20,3303.55,Processed
REF001337,ORD012224,CUST01794,2026-08-04,12565.07,Pending
REF001338,ORD012226,CUST01795,2026-03-02,28470.44,Processed
REF001339,ORD012236,CUST01796,2026-05-26,1537.75,Pending
REF001340,ORD012248,CUST01798,2026-06-08,992.14,Declined
REF001341,ORD012264,CUST01801,2026-02-21,291.83,Declined
REF001342,ORD012285,CUST01804,2026-09-17,30723.87,Pending
REF001343,ORD012286,CUST01804,2026-09-15,4550.49,Processed
REF001344,ORD012300,CUST01807,2026-09-08,23535.19,Processed
REF001345,ORD012322,CUST01811,2026-07-24,1764.01,Processed
REF001346,ORD012324,CUST01811,2026-08-25,756.26,Processed
REF001347,ORD012327,CUST01811,2026-07-31,14233.87,Processed
REF001348,ORD012331,CUST01811,2026-05-08,3062.28,Processed
REF001349,ORD012356,CUST01814,2026-08-02,831.34,Pending
REF001350,ORD012357,CUST01814,2026-08-13,5017.8,Processed
REF001351,ORD012366,CUST01815,2026-07-11,3319.76,Processed
REF001352,ORD012372,CUST01817,2026-08-16,2161.6,Declined
REF001353,ORD012378,CUST01817,2026-08-06,1171.04,Processed
REF001354,ORD012385,CUST01818,2026-08-16,1176.71,Processed
REF001355,ORD012388,CUST01819,2026-04-23,1121.66,Processed
REF001356,ORD012422,CUST01823,2026-03-04,3594.44,Declined
REF001357,ORD012432,CUST01825,2026-08-27,662.84,Processed
REF001358,ORD012437,CUST01825,2026-09-05,4944.02,Processed
REF001359,ORD012438,CUST01825,2026-05-06,2723.94,Processed
REF001360,ORD012452,CUST01828,2026-05-11,7220.38,Processed
REF001361,ORD012454,CUST01828,2026-08-26,2330.96,Processed
REF001362,ORD012483,CUST01831,2026-05-17,1083.1,Processed
REF001363,ORD012492,CUST01833,2026-09-03,5124.59,Processed
REF001364,ORD012497,CUST01833,2026-04-01,422.6,Processed
REF001365,ORD012560,CUST01844,2026-08-27,1550.85,Pending
REF001366,ORD012570,CUST01844,2026-09-10,15985.94,Processed
REF001367,ORD012585,CUST01847,2026-08-29,785.05,Processed
REF001368,ORD012588,CUST01847,2026-08-24,1439.39,Pending
REF001369,ORD012589,CUST01847,2026-08-30,3041.11,Processed
REF001370,ORD012599,CUST01848,2026-07-14,31447.71,Processed
REF001371,ORD012600,CUST01848,2026-07-14,23172.12,Processed
REF001372,ORD012601,CUST01848,2026-06-30,3906.36,Processed
REF001373,ORD012603,CUST01848,2026-08-15,4537.68,Processed
REF001374,ORD012605,CUST01848,2026-08-08,3644.62,Processed
REF001375,ORD012612,CUST01849,2026-09-21,4516.68,Processed
REF001376,ORD012613,CUST01849,2026-06-18,962.97,Processed
REF001377,ORD012615,CUST01849,2026-06-06,2465.03,Processed
REF001378,ORD012626,CUST01851,2026-09-04,1872.33,Processed
REF001379,ORD012628,CUST01851,2026-08-29,16980.68,Processed
REF001380,ORD012637,CUST01851,2026-09-08,2134.4,Processed
REF001381,ORD012646,CUST01852,2026-08-31,1587.54,Processed
REF001382,ORD012659,CUST01854,2026-07-27,4108.08,Processed
REF001383,ORD012661,CUST01854,2026-07-16,1054.39,Processed
REF001384,ORD012663,CUST01854,2026-08-27,25801.23,Processed
REF001385,ORD012676,CUST01857,2026-08-08,31330.28,Pending
REF001386,ORD012678,CUST01858,2026-06-18,2112.04,Processed
REF001387,ORD012685,CUST01858,2026-08-16,1938.38,Processed
REF001388,ORD012691,CUST01858,2026-06-07,3530.31,Pending
REF001389,ORD012703,CUST01861,2026-03-02,2505.89,Declined
REF001390,ORD012708,CUST01862,2026-02-23,3850.24,Processed
REF001391,ORD012752,CUST01869,2026-06-14,743.97,Processed
REF001392,ORD012757,CUST01869,2026-06-20,2074.25,Processed
REF001393,ORD012758,CUST01869,2026-07-09,1406.28,Processed
REF001394,ORD012761,CUST01869,2026-08-19,2877.07,Pending
REF001395,ORD012795,CUST01876,2026-05-01,13335.91,Processed
REF001396,ORD012800,CUST01876,2026-08-22,1001.17,Processed
REF001397,ORD012809,CUST01878,2026-07-23,21811.97,Processed
REF001398,ORD012821,CUST01879,2026-06-07,1906.22,Processed
REF001399,ORD012825,CUST01880,2026-07-21,2601.96,Processed
REF001400,ORD012833,CUST01881,2026-09-05,2007.19,Pending
