order_id,customer_id,order_date,order_amount,category,payment_method,delivery_status
ORD005943,CUST00872,2026-03-01,22198.85,Electronics,UPI,Delivered
ORD005944,CUST00872,2026-08-21,32608.57,Electronics,UPI,Cancelled
ORD005945,CUST00872,2026-07-14,2684.78,Sports,Net Banking,Delivered
ORD005946,CUST00872,2026-02-22,9155.91,Electronics,Debit Card,Delivered
ORD005947,CUST00872,2026-02-04,1822.67,Beauty,COD,Delivered
ORD005948,CUST00872,2026-03-31,8472.29,Home & Kitchen,UPI,Delivered
ORD005949,CUST00872,2026-03-19,6639.78,Home & Kitchen,Credit Card,Delivered
ORD005950,CUST00872,2026-08-04,1578.46,Sports,Credit Card,Delivered
ORD005951,CUST00873,2026-08-23,2969.98,Sports,UPI,Delivered
ORD005952,CUST00873,2026-01-27,793.54,Beauty,Debit Card,Delivered
ORD005953,CUST00873,2026-06-05,3084.34,Sports,Wallet,Delivered
ORD005954,CUST00873,2026-02-14,3686.86,Home & Kitchen,UPI,Delivered
ORD005955,CUST00873,2026-06-06,1780.98,Home & Kitchen,UPI,Delivered
ORD005956,CUST00873,2026-04-05,2158.26,Clothing,UPI,Returned to Seller
ORD005957,CUST00873,2026-08-03,2751.43,Home & Kitchen,UPI,Delivered
ORD005958,CUST00873,2026-08-01,1127.35,Accessories,Net Banking,Delivered
ORD005959,CUST00874,2026-06-22,2721.96,Footwear,Credit Card,Delivered
ORD005960,CUST00874,2026-07-04,536.5,Books,Wallet,Delivered
ORD005961,CUST00874,2026-02-16,14578.26,Electronics,Credit Card,In Transit
ORD005962,CUST00874,2026-08-05,1192.69,Beauty,Credit Card,Delivered
ORD005963,CUST00874,2026-01-01,739.28,Accessories,Net Banking,Cancelled
ORD005964,CUST00874,2026-02-10,1534.7,Accessories,Net Banking,Returned to Seller
ORD005965,CUST00874,2026-07-21,19222.71,Electronics,Debit Card,Delivered
ORD005966,CUST00874,2026-06-01,12000.0,Home & Kitchen,COD,Delivered
ORD005967,CUST00874,2026-04-13,3893.06,Clothing,COD,Delivered
ORD005968,CUST00874,2026-05-21,2437.77,Clothing,Wallet,Delivered
ORD005969,CUST00874,2026-08-13,25247.46,Electronics,UPI,Delivered
ORD005970,CUST00874,2026-02-19,1781.38,Clothing,UPI,Delivered
ORD005971,CUST00874,2026-08-12,3004.86,Sports,Wallet,Delivered
ORD005972,CUST00874,2026-03-19,3869.58,Sports,UPI,Delivered
ORD005973,CUST00874,2026-06-30,3002.02,Home & Kitchen,Credit Card,Delivered
ORD005974,CUST00874,2026-05-05,3489.47,Clothing,Credit Card,Delivered
ORD005975,CUST00875,2026-01-16,5104.73,Home & Kitchen,Credit Card,Returned to Seller
ORD005976,CUST00875,2026-05-18,3856.09,Home & Kitchen,COD,Delivered
ORD005977,CUST00875,2026-03-25,4835.54,Sports,UPI,Delivered
ORD005978,CUST00875,2026-02-28,55000.0,Electronics,Wallet,Delivered
ORD005979,CUST00875,2026-03-22,4870.06,Clothing,COD,Delivered
ORD005980,CUST00875,2026-01-18,821.39,Accessories,Debit Card,Delivered
ORD005981,CUST00876,2026-01-03,8204.39,Electronics,Debit Card,Delivered
ORD005982,CUST00876,2026-02-01,1324.71,Clothing,UPI,Delivered
ORD005983,CUST00876,2026-05-18,303.14,Books,COD,Delivered
ORD005984,CUST00876,2026-03-19,3480.37,Clothing,Credit Card,Delivered
ORD005985,CUST00876,2026-05-04,955.67,Footwear,Net Banking,Delivered
ORD005986,CUST00876,2026-02-15,1912.0,Accessories,Wallet,Delivered
ORD005987,CUST00876,2026-01-04,4025.95,Footwear,COD,Delivered
ORD005988,CUST00876,2026-04-30,3498.31,Clothing,UPI,Delivered
ORD005989,CUST00877,2026-08-01,1382.22,Footwear,COD,In Transit
ORD005990,CUST00877,2026-03-18,1367.18,Clothing,UPI,Delivered
ORD005991,CUST00877,2026-04-12,679.83,Beauty,Debit Card,Delivered
ORD005992,CUST00878,2026-03-22,795.34,Accessories,Net Banking,Delivered
ORD005993,CUST00878,2026-06-09,11718.11,Electronics,Net Banking,Delivered
ORD005994,CUST00878,2026-04-23,780.39,Accessories,UPI,Delivered
ORD005995,CUST00878,2026-01-04,866.29,Accessories,UPI,Returned to Seller
ORD005996,CUST00878,2026-04-01,414.2,Accessories,UPI,Delivered
ORD005997,CUST00878,2026-01-02,18624.88,Electronics,Net Banking,Delivered
ORD005998,CUST00878,2026-07-19,9751.34,Home & Kitchen,Net Banking,Delivered
ORD005999,CUST00878,2026-05-11,19576.67,Electronics,Net Banking,Delivered
ORD006000,CUST00879,2026-07-29,12279.04,Electronics,UPI,Delivered
ORD006001,CUST00879,2026-05-06,1503.66,Clothing,UPI,Delivered
ORD006002,CUST00879,2026-06-07,37685.48,Electronics,Credit Card,Delivered
ORD006003,CUST00879,2026-04-13,1595.88,Beauty,Wallet,Returned to Seller
ORD006004,CUST00879,2026-08-09,1242.19,Sports,Credit Card,Delivered
ORD006005,CUST00879,2026-03-23,1198.63,Clothing,COD,Cancelled
ORD006006,CUST00879,2026-05-10,2544.08,Home & Kitchen,Debit Card,Delivered
ORD006007,CUST00880,2026-01-09,2161.94,Footwear,Credit Card,Delivered
ORD006008,CUST00880,2026-01-13,2368.38,Sports,UPI,Delivered
ORD006009,CUST00880,2026-01-26,794.53,Clothing,Credit Card,Delivered
ORD006010,CUST00880,2026-08-23,1084.58,Clothing,Debit Card,Delivered
ORD006011,CUST00880,2026-04-19,2808.42,Footwear,Debit Card,Delivered
ORD006012,CUST00880,2026-05-09,1912.42,Clothing,COD,Delivered
ORD006013,CUST00880,2026-03-21,37405.13,Electronics,UPI,Delivered
ORD006014,CUST00880,2026-07-07,16742.38,Electronics,UPI,Delivered
ORD006015,CUST00881,2026-03-20,1521.56,Clothing,Debit Card,Delivered
ORD006016,CUST00881,2026-05-06,491.44,Books,Credit Card,Delivered
ORD006017,CUST00881,2026-03-26,2177.61,Sports,Net Banking,Cancelled
ORD006018,CUST00881,2026-07-29,953.62,Accessories,COD,Delivered
ORD006019,CUST00881,2026-05-20,13285.78,Electronics,UPI,Delivered
ORD006020,CUST00881,2026-05-10,374.29,Accessories,Credit Card,Delivered
ORD006021,CUST00881,2026-06-25,1449.62,Footwear,UPI,Delivered
ORD006022,CUST00882,2026-07-13,4106.73,Sports,Credit Card,Delivered
ORD006023,CUST00882,2026-03-04,2313.92,Clothing,Credit Card,Delivered
ORD006024,CUST00882,2026-01-07,976.09,Accessories,Debit Card,Delivered
ORD006025,CUST00883,2026-08-09,6689.65,Footwear,COD,Delivered
ORD006026,CUST00883,2026-03-04,389.25,Books,Debit Card,Delivered
ORD006027,CUST00883,2026-06-03,13176.63,Electronics,Debit Card,Delivered
ORD006028,CUST00883,2026-08-14,1979.14,Sports,Wallet,Delivered
ORD006029,CUST00884,2026-03-12,1897.7,Accessories,UPI,Delivered
ORD006030,CUST00884,2026-04-15,1233.85,Clothing,Net Banking,Delivered
ORD006031,CUST00884,2026-02-02,6163.39,Electronics,Credit Card,Returned to Seller
ORD006032,CUST00885,2026-04-22,6600.3,Home & Kitchen,UPI,Delivered
ORD006033,CUST00885,2026-01-04,1754.71,Accessories,UPI,Delivered
ORD006034,CUST00885,2026-01-14,31902.12,Electronics,UPI,Delivered
ORD006035,CUST00886,2026-03-30,4274.43,Clothing,Wallet,Delivered
ORD006036,CUST00886,2026-04-13,1256.08,Sports,Credit Card,Delivered
ORD006037,CUST00886,2026-04-09,1026.76,Clothing,COD,Delivered
ORD006038,CUST00887,2026-07-17,568.02,Books,Debit Card,Delivered
ORD006039,CUST00887,2026-04-17,40004.58,Electronics,Wallet,Delivered
ORD006040,CUST00887,2026-01-27,1822.66,Clothing,COD,Delivered
ORD006041,CUST00887,2026-05-29,24591.94,Electronics,Credit Card,Delivered
ORD006042,CUST00887,2026-05-13,1594.58,Clothing,Debit Card,Delivered
ORD006043,CUST00887,2026-04-16,1586.13,Footwear,COD,Delivered
ORD006044,CUST00887,2026-06-01,4736.84,Sports,Net Banking,Delivered
ORD006045,CUST00887,2026-02-17,6348.76,Home & Kitchen,Wallet,Delivered
ORD006046,CUST00887,2026-02-08,2456.25,Accessories,UPI,Delivered
ORD006047,CUST00887,2026-02-02,988.77,Clothing,Net Banking,Delivered
ORD006048,CUST00887,2026-06-24,9226.72,Electronics,Wallet,Delivered
ORD006049,CUST00887,2026-05-05,7897.9,Home & Kitchen,Debit Card,Delivered
ORD006050,CUST00888,2026-03-08,1404.47,Sports,COD,Delivered
ORD006051,CUST00888,2026-03-16,720.37,Accessories,UPI,Returned to Seller
ORD006052,CUST00888,2026-05-24,3973.79,Clothing,Debit Card,Delivered
ORD006053,CUST00888,2026-05-14,3933.8,Home & Kitchen,UPI,Delivered
ORD006054,CUST00888,2026-03-02,6000.0,Clothing,UPI,Delivered
ORD006055,CUST00888,2026-03-31,940.56,Accessories,Debit Card,Delivered
ORD006056,CUST00888,2026-08-24,2191.34,Clothing,UPI,Delivered
ORD006057,CUST00888,2026-04-27,1458.35,Clothing,UPI,Delivered
ORD006058,CUST00889,2026-08-05,1576.24,Clothing,Wallet,Delivered
ORD006059,CUST00889,2026-06-24,7490.25,Home & Kitchen,Credit Card,Delivered
ORD006060,CUST00889,2026-08-25,1888.35,Accessories,UPI,Delivered
ORD006061,CUST00889,2026-08-01,993.76,Sports,UPI,Delivered
ORD006062,CUST00890,2026-07-08,762.15,Clothing,Credit Card,Delivered
ORD006063,CUST00890,2026-07-19,2107.67,Accessories,UPI,Delivered
ORD006064,CUST00890,2026-07-20,5964.69,Home & Kitchen,UPI,Delivered
ORD006065,CUST00890,2026-07-07,2649.24,Footwear,Credit Card,Delivered
ORD006066,CUST00890,2026-07-23,2170.0,Footwear,Debit Card,In Transit
ORD006067,CUST00890,2026-06-12,1483.54,Beauty,UPI,In Transit
ORD006068,CUST00890,2026-08-13,1109.25,Clothing,Credit Card,Delivered
ORD006069,CUST00890,2026-08-23,19727.11,Electronics,UPI,Delivered
ORD006070,CUST00890,2026-08-29,8000.0,Footwear,COD,Delivered
ORD006071,CUST00891,2026-03-08,13985.47,Electronics,Wallet,Delivered
ORD006072,CUST00891,2026-06-07,5015.63,Footwear,COD,Delivered
ORD006073,CUST00891,2026-05-04,2692.58,Footwear,Credit Card,Delivered
ORD006074,CUST00891,2026-04-18,2556.51,Home & Kitchen,Debit Card,Delivered
ORD006075,CUST00891,2026-05-16,2713.03,Clothing,UPI,Delivered
ORD006076,CUST00891,2026-08-17,3438.67,Footwear,COD,Delivered
ORD006077,CUST00891,2026-05-16,639.21,Clothing,Debit Card,Delivered
ORD006078,CUST00891,2026-08-23,5705.35,Clothing,Credit Card,Delivered
ORD006079,CUST00892,2026-06-14,2746.16,Clothing,UPI,Returned to Seller
ORD006080,CUST00892,2026-06-04,4881.21,Home & Kitchen,Wallet,Delivered
ORD006081,CUST00892,2026-06-10,17902.73,Electronics,Net Banking,Delivered
ORD006082,CUST00892,2026-06-29,6166.22,Home & Kitchen,Net Banking,Delivered
ORD006083,CUST00892,2026-04-26,1458.65,Sports,Debit Card,Delivered
ORD006084,CUST00892,2026-01-17,22935.9,Electronics,Credit Card,Delivered
ORD006085,CUST00892,2026-05-29,4424.64,Clothing,UPI,Delivered
ORD006086,CUST00892,2026-06-25,3531.77,Home & Kitchen,Net Banking,Delivered
ORD006087,CUST00892,2026-03-29,2041.14,Sports,COD,Delivered
ORD006088,CUST00892,2026-05-11,27015.57,Electronics,COD,Delivered
ORD006089,CUST00892,2026-03-21,1808.21,Clothing,COD,Delivered
ORD006090,CUST00892,2026-02-17,3260.56,Home & Kitchen,Wallet,Returned to Seller
ORD006091,CUST00893,2026-08-15,4000.0,Accessories,COD,Delivered
ORD006092,CUST00893,2026-05-13,894.69,Accessories,Debit Card,Delivered
ORD006093,CUST00893,2026-05-06,1323.49,Clothing,COD,Delivered
ORD006094,CUST00893,2026-08-02,2271.94,Footwear,COD,Delivered
ORD006095,CUST00893,2026-06-23,913.06,Beauty,Debit Card,Delivered
ORD006096,CUST00893,2026-04-17,2765.31,Accessories,COD,Delivered
ORD006097,CUST00894,2026-05-27,1600.0,Footwear,Wallet,Delivered
ORD006098,CUST00894,2026-04-10,3670.46,Clothing,Wallet,Delivered
ORD006099,CUST00894,2026-05-30,2248.01,Clothing,COD,Delivered
ORD006100,CUST00894,2026-02-16,2367.27,Clothing,Net Banking,Delivered
ORD006101,CUST00895,2026-07-26,4328.92,Clothing,COD,Delivered
ORD006102,CUST00895,2026-07-27,2434.61,Clothing,Credit Card,Delivered
ORD006103,CUST00895,2026-07-26,15043.49,Electronics,UPI,Delivered
ORD006104,CUST00895,2026-07-22,14927.69,Electronics,Debit Card,Delivered
ORD006105,CUST00895,2026-07-20,859.86,Clothing,Credit Card,Delivered
ORD006106,CUST00895,2026-07-30,1891.47,Sports,Credit Card,Returned to Seller
ORD006107,CUST00895,2026-07-15,5453.24,Home & Kitchen,UPI,Delivered
ORD006108,CUST00895,2026-07-30,8148.83,Electronics,Debit Card,Delivered
ORD006109,CUST00895,2026-07-19,4390.08,Footwear,UPI,Delivered
ORD006110,CUST00895,2026-07-20,464.23,Books,Wallet,Delivered
ORD006111,CUST00895,2026-07-20,11237.01,Electronics,UPI,Delivered
ORD006112,CUST00895,2026-04-20,2727.38,Accessories,UPI,Delivered
ORD006113,CUST00895,2026-08-05,3371.75,Sports,Wallet,Delivered
ORD006114,CUST00895,2026-07-25,2259.32,Clothing,UPI,Delivered
ORD006115,CUST00895,2026-05-22,4261.88,Clothing,Debit Card,Delivered
ORD006116,CUST00895,2026-04-27,2627.49,Clothing,UPI,Delivered
ORD006117,CUST00895,2026-08-14,611.78,Beauty,Debit Card,Delivered
ORD006118,CUST00895,2026-06-12,55000.0,Electronics,UPI,Delivered
ORD006119,CUST00895,2026-04-21,564.69,Beauty,UPI,Delivered
ORD006120,CUST00895,2026-08-25,25420.53,Electronics,COD,In Transit
ORD006121,CUST00895,2026-06-25,2744.03,Clothing,UPI,Delivered
ORD006122,CUST00895,2026-07-09,10457.72,Electronics,COD,Returned to Seller
ORD006123,CUST00895,2026-05-11,30759.07,Electronics,COD,Cancelled
ORD006124,CUST00896,2026-01-31,2123.92,Accessories,UPI,Returned to Seller
ORD006125,CUST00896,2026-01-27,604.48,Clothing,Credit Card,Delivered
ORD006126,CUST00896,2026-02-13,1108.52,Beauty,UPI,Delivered
ORD006127,CUST00897,2026-04-16,1380.0,Footwear,UPI,Delivered
ORD006128,CUST00897,2026-07-27,2662.02,Home & Kitchen,COD,Delivered
ORD006129,CUST00897,2026-04-27,2527.36,Beauty,UPI,Delivered
ORD006130,CUST00898,2026-07-20,2461.79,Clothing,Wallet,Returned to Seller
ORD006131,CUST00898,2026-05-04,1893.72,Sports,UPI,Delivered
ORD006132,CUST00898,2026-06-07,25191.25,Electronics,Credit Card,Delivered
ORD006133,CUST00899,2026-08-02,1444.47,Accessories,UPI,Delivered
ORD006134,CUST00899,2026-05-25,26874.92,Electronics,Credit Card,Delivered
ORD006135,CUST00899,2026-04-27,574.82,Books,COD,Delivered
ORD006136,CUST00899,2026-05-28,2672.75,Footwear,UPI,Delivered
ORD006137,CUST00900,2026-06-25,3165.47,Sports,UPI,Returned to Seller
ORD006138,CUST00900,2026-01-16,4392.56,Clothing,Credit Card,Delivered
ORD006139,CUST00900,2026-08-22,1286.31,Accessories,Debit Card,Delivered
ORD006140,CUST00901,2026-08-09,17250.64,Electronics,Debit Card,Delivered
ORD006141,CUST00901,2026-06-04,4311.85,Clothing,Credit Card,Cancelled
ORD006142,CUST00901,2026-07-01,12096.44,Electronics,COD,Delivered
ORD006143,CUST00902,2026-06-13,3654.97,Clothing,Wallet,Cancelled
ORD006144,CUST00902,2026-08-07,5933.98,Clothing,COD,Delivered
ORD006145,CUST00902,2026-06-17,1241.99,Footwear,Wallet,Delivered
ORD006146,CUST00903,2026-08-25,894.33,Accessories,Credit Card,Returned to Seller
ORD006147,CUST00903,2026-08-12,2720.76,Clothing,COD,Delivered
ORD006148,CUST00903,2026-08-16,1771.92,Clothing,COD,Delivered
ORD006149,CUST00903,2026-08-19,42192.57,Electronics,Debit Card,Delivered
ORD006150,CUST00903,2026-08-28,17986.88,Electronics,UPI,Cancelled
ORD006151,CUST00903,2026-07-18,2464.63,Clothing,UPI,Delivered
ORD006152,CUST00903,2026-08-10,1485.67,Sports,UPI,Delivered
ORD006153,CUST00903,2026-07-12,2181.23,Clothing,Credit Card,Delivered
ORD006154,CUST00903,2026-07-15,719.06,Beauty,COD,Delivered
ORD006155,CUST00903,2026-08-08,14620.53,Electronics,Credit Card,Delivered
ORD006156,CUST00903,2026-08-26,18480.82,Electronics,Debit Card,Delivered
ORD006157,CUST00903,2026-07-31,920.48,Accessories,Wallet,Delivered
ORD006158,CUST00903,2026-08-06,1341.57,Clothing,Debit Card,Delivered
ORD006159,CUST00903,2026-07-15,2443.44,Clothing,Wallet,Cancelled
ORD006160,CUST00904,2026-03-02,2507.02,Clothing,Credit Card,Delivered
ORD006161,CUST00904,2026-02-28,2556.73,Sports,UPI,Delivered
ORD006162,CUST00904,2026-06-15,1763.83,Sports,Credit Card,Delivered
ORD006163,CUST00904,2026-02-04,5070.28,Clothing,COD,Delivered
ORD006164,CUST00905,2026-08-20,551.93,Books,UPI,Cancelled
ORD006165,CUST00905,2026-05-22,3944.02,Home & Kitchen,Debit Card,Delivered
ORD006166,CUST00905,2026-06-01,1467.27,Clothing,Debit Card,Delivered
ORD006167,CUST00905,2026-07-08,2087.48,Clothing,COD,Delivered
ORD006168,CUST00905,2026-07-29,3935.14,Clothing,COD,Returned to Seller
ORD006169,CUST00905,2026-05-12,980.87,Beauty,Debit Card,Delivered
ORD006170,CUST00905,2026-05-02,2326.72,Clothing,UPI,Returned to Seller
ORD006171,CUST00905,2026-06-30,20197.37,Electronics,UPI,Delivered
ORD006172,CUST00905,2026-05-31,2540.66,Clothing,UPI,Delivered
ORD006173,CUST00905,2026-06-07,1704.69,Home & Kitchen,UPI,Delivered
ORD006174,CUST00906,2026-02-25,2030.5,Home & Kitchen,Credit Card,Returned to Seller
ORD006175,CUST00906,2026-08-17,1842.78,Clothing,UPI,Delivered
ORD006176,CUST00906,2026-02-09,1080.78,Accessories,UPI,Returned to Seller
ORD006177,CUST00906,2026-08-21,11340.12,Electronics,COD,Returned to Seller
ORD006178,CUST00906,2026-05-06,4284.51,Clothing,COD,Delivered
ORD006179,CUST00906,2026-04-27,1931.02,Clothing,Credit Card,Delivered
ORD006180,CUST00907,2026-07-03,1392.07,Clothing,Credit Card,Delivered
ORD006181,CUST00907,2026-02-11,13960.86,Electronics,UPI,Delivered
ORD006182,CUST00907,2026-02-19,24038.4,Electronics,UPI,Delivered
ORD006183,CUST00907,2026-07-22,2015.31,Footwear,UPI,Delivered
ORD006184,CUST00907,2026-05-05,3941.5,Clothing,UPI,Delivered
ORD006185,CUST00907,2026-01-03,1164.1,Footwear,UPI,In Transit
ORD006186,CUST00907,2026-03-09,14063.42,Electronics,Credit Card,Returned to Seller
ORD006187,CUST00907,2026-01-20,6315.18,Footwear,Credit Card,Delivered
ORD006188,CUST00908,2026-05-09,952.16,Sports,Wallet,Delivered
ORD006189,CUST00908,2026-07-20,36216.23,Electronics,Credit Card,Delivered
ORD006190,CUST00908,2026-06-01,1366.33,Accessories,COD,Delivered
ORD006191,CUST00908,2026-08-24,1430.27,Sports,UPI,Delivered
ORD006192,CUST00908,2026-07-27,1095.67,Books,Debit Card,Delivered
ORD006193,CUST00908,2026-04-06,5480.33,Footwear,UPI,Delivered
ORD006194,CUST00908,2026-03-25,22219.07,Electronics,Debit Card,Delivered
ORD006195,CUST00908,2026-04-15,1922.61,Beauty,Debit Card,Delivered
ORD006196,CUST00909,2026-08-17,940.62,Clothing,Wallet,Cancelled
ORD006197,CUST00909,2026-07-05,9380.17,Electronics,UPI,Delivered
ORD006198,CUST00909,2026-02-11,17576.61,Electronics,COD,Delivered
ORD006199,CUST00909,2026-06-13,2014.38,Sports,COD,Delivered
ORD006200,CUST00909,2026-01-13,3604.24,Sports,UPI,Delivered
ORD006201,CUST00909,2026-06-29,3533.16,Home & Kitchen,Credit Card,Delivered
ORD006202,CUST00909,2026-04-18,5958.63,Home & Kitchen,UPI,Delivered
ORD006203,CUST00910,2026-07-31,36943.05,Electronics,Wallet,Delivered
ORD006204,CUST00910,2026-08-12,641.74,Clothing,Credit Card,Delivered
ORD006205,CUST00910,2026-06-23,31389.7,Electronics,Debit Card,Delivered
ORD006206,CUST00910,2026-07-15,1649.1,Beauty,Wallet,Delivered
ORD006207,CUST00910,2026-08-25,20980.92,Electronics,Debit Card,Delivered
ORD006208,CUST00910,2026-08-07,15384.55,Electronics,Credit Card,Delivered
ORD006209,CUST00910,2026-07-01,638.12,Clothing,Debit Card,Delivered
ORD006210,CUST00910,2026-08-17,3574.21,Sports,Debit Card,Delivered
ORD006211,CUST00910,2026-06-18,2028.79,Clothing,COD,Delivered
ORD006212,CUST00910,2026-08-24,5170.39,Home & Kitchen,UPI,Delivered
ORD006213,CUST00910,2026-07-27,5526.52,Electronics,Debit Card,Delivered
ORD006214,CUST00910,2026-07-08,1894.62,Clothing,Net Banking,Cancelled
ORD006215,CUST00911,2026-06-01,2242.49,Footwear,UPI,Delivered
ORD006216,CUST00911,2026-05-28,2252.37,Footwear,Net Banking,Delivered
ORD006217,CUST00911,2026-06-11,1692.14,Footwear,Credit Card,Delivered
ORD006218,CUST00912,2026-07-21,675.91,Beauty,Debit Card,Delivered
ORD006219,CUST00912,2026-01-05,1114.5,Sports,UPI,Delivered
ORD006220,CUST00912,2026-06-19,2718.74,Sports,UPI,In Transit
ORD006221,CUST00913,2026-07-07,3045.11,Home & Kitchen,COD,Delivered
ORD006222,CUST00913,2026-06-28,1187.89,Accessories,Debit Card,Delivered
ORD006223,CUST00913,2026-04-10,11471.21,Electronics,UPI,Delivered
ORD006224,CUST00913,2026-01-15,3414.01,Sports,COD,Delivered
ORD006225,CUST00913,2026-05-17,2217.44,Home & Kitchen,Debit Card,Delivered
ORD006226,CUST00914,2026-07-24,1287.7,Accessories,COD,Delivered
ORD006227,CUST00914,2026-08-11,2119.52,Footwear,UPI,Delivered
ORD006228,CUST00914,2026-04-21,2282.09,Sports,Debit Card,Delivered
ORD006229,CUST00914,2026-08-26,1868.73,Clothing,COD,Delivered
ORD006230,CUST00914,2026-04-14,1701.86,Clothing,COD,Delivered
ORD006231,CUST00914,2026-06-30,4054.77,Clothing,Debit Card,Delivered
ORD006232,CUST00914,2026-07-22,1835.12,Clothing,UPI,Delivered
ORD006233,CUST00914,2026-06-11,1647.03,Clothing,Credit Card,Delivered
ORD006234,CUST00915,2026-08-08,1170.56,Footwear,UPI,Delivered
ORD006235,CUST00915,2026-05-11,1310.25,Beauty,Credit Card,Delivered
ORD006236,CUST00915,2026-05-13,3855.88,Clothing,Debit Card,Returned to Seller
ORD006237,CUST00915,2026-05-19,2856.5,Clothing,UPI,Delivered
ORD006238,CUST00915,2026-07-08,10477.54,Electronics,COD,Delivered
ORD006239,CUST00915,2026-08-23,445.91,Books,COD,Delivered
ORD006240,CUST00915,2026-07-24,3699.53,Footwear,UPI,Delivered
ORD006241,CUST00916,2026-08-30,1579.87,Footwear,Debit Card,Returned to Seller
ORD006242,CUST00916,2026-02-21,1982.85,Beauty,UPI,Delivered
ORD006243,CUST00916,2026-06-10,2141.55,Footwear,Wallet,Delivered
ORD006244,CUST00917,2026-01-22,3667.54,Footwear,Net Banking,In Transit
ORD006245,CUST00917,2026-07-09,1347.52,Home & Kitchen,UPI,Delivered
ORD006246,CUST00917,2026-01-12,1507.95,Beauty,COD,Delivered
ORD006247,CUST00917,2026-08-22,2391.66,Clothing,Net Banking,Delivered
ORD006248,CUST00917,2026-05-28,2478.83,Sports,Net Banking,Delivered
ORD006249,CUST00917,2026-01-24,3797.72,Footwear,UPI,Delivered
ORD006250,CUST00917,2026-01-31,8155.11,Home & Kitchen,Debit Card,Delivered
ORD006251,CUST00917,2026-05-30,4930.08,Home & Kitchen,UPI,Delivered
ORD006252,CUST00918,2026-02-04,413.02,Accessories,UPI,Delivered
ORD006253,CUST00918,2026-02-15,4297.21,Footwear,Wallet,Delivered
ORD006254,CUST00918,2026-02-15,12416.32,Electronics,Credit Card,Delivered
ORD006255,CUST00918,2026-04-16,1987.29,Home & Kitchen,UPI,Delivered
ORD006256,CUST00918,2026-03-13,16205.11,Electronics,Debit Card,Delivered
ORD006257,CUST00918,2026-01-25,51632.53,Electronics,UPI,Delivered
ORD006258,CUST00918,2026-04-12,810.47,Accessories,UPI,Delivered
ORD006259,CUST00918,2026-05-26,4133.52,Clothing,UPI,Delivered
ORD006260,CUST00919,2026-06-21,1916.18,Home & Kitchen,Credit Card,Delivered
ORD006261,CUST00919,2026-06-23,1960.36,Sports,Wallet,Delivered
ORD006262,CUST00919,2026-06-03,8981.05,Home & Kitchen,Credit Card,Delivered
ORD006263,CUST00919,2026-06-06,2853.69,Sports,Debit Card,Delivered
ORD006264,CUST00919,2026-06-02,1199.36,Clothing,Credit Card,Delivered
ORD006265,CUST00919,2026-06-07,1574.33,Footwear,UPI,Delivered
ORD006266,CUST00919,2026-06-19,43733.93,Electronics,Wallet,Delivered
ORD006267,CUST00919,2026-06-15,3272.46,Clothing,UPI,Delivered
ORD006268,CUST00919,2026-06-10,1916.49,Accessories,Credit Card,Delivered
ORD006269,CUST00919,2026-06-02,13820.03,Electronics,Net Banking,Delivered
ORD006270,CUST00919,2026-06-03,4022.19,Footwear,UPI,Delivered
ORD006271,CUST00919,2026-06-24,20485.16,Electronics,UPI,Delivered
ORD006272,CUST00919,2026-05-17,1614.4,Clothing,UPI,Delivered
ORD006273,CUST00919,2026-08-18,2729.14,Clothing,UPI,Delivered
ORD006274,CUST00919,2026-05-15,674.27,Accessories,Credit Card,Delivered
ORD006275,CUST00919,2026-07-10,55000.0,Electronics,COD,Delivered
ORD006276,CUST00919,2026-07-11,1596.8,Clothing,UPI,Delivered
ORD006277,CUST00919,2026-07-18,9753.38,Electronics,COD,Delivered
ORD006278,CUST00919,2026-05-20,1162.77,Accessories,Debit Card,Delivered
ORD006279,CUST00919,2026-06-05,4474.97,Clothing,Credit Card,In Transit
ORD006280,CUST00919,2026-07-22,10789.73,Electronics,COD,Delivered
ORD006281,CUST00919,2026-08-30,3777.02,Clothing,COD,Returned to Seller
ORD006282,CUST00919,2026-07-24,1289.73,Clothing,UPI,Delivered
ORD006283,CUST00919,2026-05-14,26837.14,Electronics,Net Banking,Delivered
ORD006284,CUST00920,2026-07-22,1908.73,Footwear,UPI,Delivered
ORD006285,CUST00920,2026-01-06,3145.17,Accessories,Wallet,Delivered
ORD006286,CUST00920,2026-06-04,302.1,Books,Debit Card,Delivered
ORD006287,CUST00920,2026-04-10,556.03,Books,COD,Delivered
ORD006288,CUST00920,2026-03-28,2090.51,Clothing,Wallet,Delivered
ORD006289,CUST00920,2026-07-09,1428.33,Clothing,COD,Delivered
ORD006290,CUST00921,2026-07-03,2089.23,Accessories,Credit Card,Delivered
ORD006291,CUST00921,2026-07-01,45184.36,Electronics,COD,Delivered
ORD006292,CUST00921,2026-06-13,2301.31,Accessories,Net Banking,Delivered
ORD006293,CUST00921,2026-08-15,961.33,Clothing,Debit Card,In Transit
ORD006294,CUST00921,2026-08-02,1100.53,Beauty,COD,Delivered
ORD006295,CUST00921,2026-04-16,4278.89,Footwear,UPI,Delivered
ORD006296,CUST00921,2026-04-05,3042.68,Home & Kitchen,UPI,Returned to Seller
ORD006297,CUST00921,2026-05-09,6093.45,Home & Kitchen,COD,Delivered
ORD006298,CUST00921,2026-04-06,2803.65,Home & Kitchen,COD,Delivered
ORD006299,CUST00921,2026-04-22,17325.88,Electronics,Net Banking,Delivered
