customer_id,signup_date,account_age_days,device_id,address_id,city,customer_segment
CUST01241,2025-12-06,269,DEV00086,ADDR01303,Hyderabad,premium
CUST01242,2025-04-03,516,DEV00054,ADDR01304,Jaipur,premium
CUST01243,2025-09-18,348,DEV01254,ADDR00064,Delhi,premium
CUST01244,2026-04-06,148,DEV01255,ADDR01305,Delhi,regular
CUST01245,2025-05-07,482,DEV01256,ADDR01306,Mumbai,regular
CUST01246,2025-04-17,502,DEV00073,ADDR01307,Lucknow,premium
CUST01247,2025-05-23,466,DEV01257,ADDR01308,Pune,regular
CUST01248,2025-11-07,298,DEV01258,ADDR01309,Chandigarh,regular
CUST01249,2026-05-24,100,DEV00113,ADDR01310,Delhi,regular
CUST01250,2026-05-09,115,DEV01259,ADDR00044,Mumbai,regular
CUST01251,2025-12-22,253,DEV00082,ADDR01311,Delhi,regular
CUST01252,2025-07-05,423,DEV01260,ADDR01312,Ahmedabad,premium
CUST01253,2025-09-22,344,DEV01261,ADDR00109,Bangalore,occasional
CUST01254,2025-09-01,365,DEV01262,ADDR01313,Mumbai,regular
CUST01255,2025-10-25,311,DEV01263,ADDR01314,Delhi,regular
CUST01256,2026-06-11,82,DEV01264,ADDR01315,Pune,regular
CUST01257,2026-04-17,137,DEV00017,ADDR01316,Kolkata,new
CUST01258,2025-08-23,374,DEV01265,ADDR01317,Kolkata,regular
CUST01259,2025-03-17,533,DEV01266,ADDR00038,Ahmedabad,regular
CUST01260,2025-12-14,261,DEV01267,ADDR01318,Delhi,regular
CUST01261,2025-07-24,404,DEV01268,ADDR01319,Delhi,occasional
CUST01262,2025-08-12,385,DEV01269,ADDR00006,Kolkata,occasional
CUST01263,2025-05-13,476,DEV01270,ADDR01320,Delhi,premium
CUST01264,2025-10-01,335,DEV01271,ADDR01321,Lucknow,regular
CUST01265,2026-05-05,119,DEV01272,ADDR01322,Ahmedabad,premium
CUST01266,2025-07-26,402,DEV01273,ADDR01323,Bangalore,premium
CUST01267,2025-03-23,527,DEV01274,ADDR01324,Mumbai,regular
CUST01268,2026-04-17,137,DEV01275,ADDR00043,Mumbai,regular
CUST01269,2025-10-29,307,DEV01276,ADDR01325,Bangalore,premium
CUST01270,2025-08-19,378,DEV01277,ADDR01326,Mumbai,premium
CUST01271,2026-04-30,124,DEV01278,ADDR01327,Kolkata,occasional
CUST01272,2025-10-09,327,DEV01279,ADDR01328,Bangalore,regular
CUST01273,2026-05-13,111,DEV01280,ADDR01329,Kolkata,regular
CUST01274,2025-10-21,315,DEV00153,ADDR00100,Delhi,regular
CUST01275,2025-10-05,331,DEV01281,ADDR01330,Ahmedabad,regular
CUST01276,2025-08-10,387,DEV01282,ADDR01331,Jaipur,premium
CUST01277,2025-08-08,389,DEV01283,ADDR01332,Bangalore,regular
CUST01278,2026-05-26,98,DEV01284,ADDR01333,Lucknow,regular
CUST01279,2026-02-18,195,DEV01285,ADDR01334,Delhi,occasional
CUST01280,2025-06-21,437,DEV01286,ADDR01335,Bangalore,occasional
CUST01281,2025-08-21,376,DEV01287,ADDR01336,Surat,regular
CUST01282,2026-01-19,225,DEV01288,ADDR01337,Pune,new
CUST01283,2026-07-22,41,DEV00041,ADDR00034,Ahmedabad,occasional
CUST01284,2025-09-28,338,DEV01289,ADDR01338,Jaipur,regular
CUST01285,2025-12-15,260,DEV01290,ADDR01339,Mumbai,regular
CUST01286,2025-12-29,246,DEV00084,ADDR01340,Surat,occasional
CUST01287,2025-08-28,369,DEV01291,ADDR01341,Mumbai,regular
CUST01288,2026-03-21,164,DEV01292,ADDR01342,Kolkata,regular
CUST01289,2025-05-21,468,DEV01293,ADDR01343,Mumbai,new
CUST01290,2026-01-03,241,DEV01294,ADDR01344,Bangalore,regular
CUST01291,2026-07-15,48,DEV01295,ADDR00165,Bangalore,new
CUST01292,2025-11-27,278,DEV01296,ADDR01345,Pune,premium
CUST01293,2026-07-09,54,DEV00118,ADDR00151,Jaipur,new
CUST01294,2026-06-25,68,DEV01297,ADDR01346,Delhi,new
CUST01295,2025-11-10,295,DEV01298,ADDR01347,Mumbai,regular
CUST01296,2025-12-14,261,DEV01299,ADDR01348,Mumbai,regular
CUST01297,2025-05-05,484,DEV01300,ADDR01349,Hyderabad,regular
CUST01298,2025-09-06,360,DEV01301,ADDR01350,Ahmedabad,occasional
CUST01299,2026-04-14,140,DEV01302,ADDR01351,Mumbai,occasional
CUST01300,2025-05-15,474,DEV01303,ADDR01352,Chandigarh,regular
CUST01301,2025-11-17,288,DEV01304,ADDR01353,Mumbai,regular
CUST01302,2025-12-09,266,DEV00041,ADDR01354,Jaipur,occasional
CUST01303,2026-05-17,107,DEV01305,ADDR01355,Mumbai,new
CUST01304,2025-12-17,258,DEV01306,ADDR01356,Mumbai,occasional
CUST01305,2026-03-03,182,DEV01307,ADDR01357,Indore,regular
CUST01306,2026-05-07,117,DEV01308,ADDR01358,Delhi,regular
CUST01307,2026-06-02,91,DEV01309,ADDR01359,Bangalore,regular
CUST01308,2025-08-05,392,DEV01310,ADDR00129,Jaipur,premium
CUST01309,2025-06-16,442,DEV01311,ADDR01360,Kochi,premium
CUST01310,2025-08-27,370,DEV01312,ADDR01361,Mumbai,premium
CUST01311,2026-04-18,136,DEV01313,ADDR01362,Ahmedabad,regular
CUST01312,2025-05-02,487,DEV01314,ADDR00002,Mumbai,occasional
CUST01313,2025-12-15,260,DEV01315,ADDR01363,Ahmedabad,regular
CUST01314,2026-02-17,196,DEV01316,ADDR01364,Hyderabad,regular
CUST01315,2025-11-24,281,DEV01317,ADDR01365,Indore,regular
CUST01316,2025-12-30,245,DEV01318,ADDR01366,Hyderabad,regular
CUST01317,2025-05-06,483,DEV01319,ADDR01367,Delhi,occasional
CUST01318,2026-01-01,243,DEV01320,ADDR01368,Hyderabad,occasional
CUST01319,2025-03-26,524,DEV01321,ADDR00075,Kochi,occasional
CUST01320,2025-10-19,317,DEV01322,ADDR01369,Ahmedabad,premium
CUST01321,2026-04-29,125,DEV01323,ADDR01370,Chennai,regular
CUST01322,2025-03-25,525,DEV01324,ADDR00087,Pune,regular
CUST01323,2026-04-18,136,DEV01325,ADDR01371,Hyderabad,occasional
CUST01324,2025-12-24,251,DEV01326,ADDR01372,Delhi,new
CUST01325,2026-05-14,110,DEV01327,ADDR01373,Mumbai,occasional
CUST01326,2026-07-06,57,DEV00136,ADDR00068,Surat,occasional
CUST01327,2026-02-25,188,DEV01328,ADDR01374,Hyderabad,occasional
CUST01328,2025-12-26,249,DEV01329,ADDR01375,Ahmedabad,occasional
CUST01329,2025-10-04,332,DEV01330,ADDR01376,Delhi,regular
CUST01330,2025-11-01,304,DEV01331,ADDR01377,Kolkata,regular
CUST01331,2025-11-11,294,DEV01332,ADDR01378,Hyderabad,premium
CUST01332,2025-11-19,286,DEV01333,ADDR01379,Surat,premium
CUST01333,2025-11-26,279,DEV01334,ADDR01380,Bangalore,regular
CUST01334,2026-03-05,180,DEV01335,ADDR01381,Mumbai,regular
CUST01335,2025-04-10,509,DEV01336,ADDR01382,Bangalore,premium
CUST01336,2026-05-21,103,DEV01337,ADDR01383,Hyderabad,regular
CUST01337,2026-02-07,206,DEV01338,ADDR01384,Kolkata,regular
CUST01338,2026-07-09,54,DEV01339,ADDR01385,Pune,new
CUST01339,2025-11-07,298,DEV01340,ADDR01386,Kochi,occasional
CUST01340,2025-10-11,325,DEV01341,ADDR01387,Chennai,new
CUST01341,2025-04-23,496,DEV01342,ADDR01388,Ahmedabad,premium
CUST01342,2026-03-05,180,DEV01343,ADDR01389,Ahmedabad,regular
CUST01343,2026-01-15,229,DEV01344,ADDR01390,Chennai,regular
CUST01344,2025-08-25,372,DEV01345,ADDR01391,Pune,premium
CUST01345,2026-05-08,116,DEV01346,ADDR01392,Bangalore,regular
CUST01346,2026-04-29,125,DEV01347,ADDR00146,Kolkata,regular
CUST01347,2025-09-24,342,DEV01348,ADDR01393,Chennai,regular
CUST01348,2025-05-20,469,DEV01349,ADDR01394,Bangalore,regular
CUST01349,2025-12-30,245,DEV01350,ADDR01395,Bangalore,regular
CUST01350,2025-11-29,276,DEV01351,ADDR01396,Kolkata,premium
CUST01351,2026-05-19,105,DEV00005,ADDR01397,Bangalore,regular
CUST01352,2025-06-28,430,DEV01352,ADDR01398,Indore,premium
CUST01353,2025-07-06,422,DEV01353,ADDR01399,Delhi,regular
CUST01354,2026-02-15,198,DEV01354,ADDR01400,Chennai,occasional
CUST01355,2025-08-11,386,DEV01355,ADDR01401,Hyderabad,regular
CUST01356,2025-08-31,366,DEV00041,ADDR00055,Surat,premium
CUST01357,2025-10-23,313,DEV01356,ADDR01402,Jaipur,regular
CUST01358,2025-08-06,391,DEV01357,ADDR01403,Pune,regular
CUST01359,2025-04-11,508,DEV01358,ADDR01404,Delhi,premium
CUST01360,2025-09-01,365,DEV01359,ADDR01405,Jaipur,premium
CUST01361,2025-11-09,296,DEV01360,ADDR01406,Bangalore,premium
CUST01362,2025-10-30,306,DEV00096,ADDR01407,Pune,premium
CUST01363,2025-08-07,390,DEV01361,ADDR01408,Surat,regular
CUST01364,2025-05-04,485,DEV01362,ADDR01409,Delhi,occasional
CUST01365,2026-03-17,168,DEV01363,ADDR01410,Ahmedabad,occasional
CUST01366,2025-10-11,325,DEV01364,ADDR00032,Jaipur,regular
CUST01367,2025-04-09,510,DEV00148,ADDR01411,Bangalore,regular
CUST01368,2025-06-06,452,DEV01365,ADDR01412,Mumbai,premium
CUST01369,2025-03-24,526,DEV01366,ADDR01413,Delhi,occasional
CUST01370,2025-10-31,305,DEV01367,ADDR01414,Bangalore,regular
CUST01371,2025-04-01,518,DEV01368,ADDR01415,Lucknow,regular
CUST01372,2025-12-28,247,DEV01369,ADDR01416,Chennai,regular
CUST01373,2025-09-21,345,DEV01370,ADDR01417,Chennai,regular
CUST01374,2026-03-28,157,DEV01371,ADDR01418,Bangalore,new
CUST01375,2026-05-17,107,DEV01372,ADDR01419,Pune,regular
CUST01376,2025-10-24,312,DEV01373,ADDR01420,Chennai,regular
CUST01377,2026-07-18,45,DEV00078,ADDR00055,Surat,occasional
CUST01378,2025-09-05,361,DEV01374,ADDR01421,Ahmedabad,premium
CUST01379,2026-05-30,94,DEV01375,ADDR00158,Mumbai,occasional
CUST01380,2025-07-07,421,DEV01376,ADDR01422,Pune,regular
CUST01381,2025-08-11,386,DEV01377,ADDR01423,Jaipur,occasional
CUST01382,2026-04-02,152,DEV01378,ADDR01424,Chennai,occasional
CUST01383,2025-11-20,285,DEV01379,ADDR01425,Chennai,occasional
CUST01384,2026-05-06,118,DEV01380,ADDR01426,Kochi,regular
CUST01385,2026-04-08,146,DEV00120,ADDR01427,Hyderabad,regular
CUST01386,2025-07-07,421,DEV01381,ADDR01428,Pune,premium
CUST01387,2026-02-10,203,DEV01382,ADDR01429,Mumbai,regular
CUST01388,2025-09-11,355,DEV01383,ADDR01430,Jaipur,regular
CUST01389,2026-03-15,170,DEV01384,ADDR01431,Mumbai,occasional
CUST01390,2025-06-06,452,DEV01385,ADDR01432,Delhi,regular
CUST01391,2025-12-20,255,DEV01386,ADDR01433,Bangalore,occasional
CUST01392,2025-07-23,405,DEV01387,ADDR01434,Mumbai,premium
CUST01393,2025-09-27,339,DEV01388,ADDR01435,Mumbai,regular
CUST01394,2025-05-15,474,DEV01389,ADDR01436,Surat,new
CUST01395,2026-02-22,191,DEV01390,ADDR01437,Mumbai,regular
CUST01396,2025-09-18,348,DEV01391,ADDR01438,Delhi,regular
CUST01397,2025-10-24,312,DEV01392,ADDR01439,Delhi,regular
CUST01398,2026-03-19,166,DEV01393,ADDR01440,Hyderabad,new
CUST01399,2026-02-03,210,DEV01394,ADDR01441,Hyderabad,regular
CUST01400,2025-04-12,507,DEV01395,ADDR01442,Chennai,regular
CUST01401,2025-12-29,246,DEV01396,ADDR01443,Bangalore,regular
CUST01402,2026-05-01,123,DEV01397,ADDR00082,Chennai,new
CUST01403,2025-07-02,426,DEV01398,ADDR01444,Pune,premium
CUST01404,2025-03-14,536,DEV01399,ADDR01445,Bangalore,regular
CUST01405,2025-06-16,442,DEV01400,ADDR01446,Lucknow,occasional
CUST01406,2026-08-12,20,DEV00119,ADDR01447,Jaipur,regular
CUST01407,2025-11-24,281,DEV01401,ADDR01448,Mumbai,regular
CUST01408,2026-07-05,58,DEV01402,ADDR00004,Chennai,premium
CUST01409,2025-10-13,323,DEV01403,ADDR01449,Pune,occasional
CUST01410,2026-05-31,93,DEV01404,ADDR01450,Chennai,occasional
CUST01411,2026-03-29,156,DEV01405,ADDR01451,Ahmedabad,regular
CUST01412,2026-03-20,165,DEV01406,ADDR01452,Surat,regular
CUST01413,2025-03-05,545,DEV01407,ADDR01453,Delhi,occasional
CUST01414,2025-07-23,405,DEV01408,ADDR01454,Chennai,premium
CUST01415,2025-08-06,391,DEV01409,ADDR01455,Bangalore,premium
CUST01416,2026-05-21,103,DEV01410,ADDR01456,Jaipur,premium
CUST01417,2026-01-13,231,DEV01411,ADDR01457,Delhi,regular
CUST01418,2025-09-08,358,DEV01412,ADDR01458,Pune,occasional
CUST01419,2025-04-01,518,DEV01413,ADDR01459,Lucknow,premium
CUST01420,2025-06-16,442,DEV01414,ADDR01460,Jaipur,occasional
CUST01421,2026-02-01,212,DEV01415,ADDR01461,Kolkata,regular
CUST01422,2026-05-13,111,DEV01416,ADDR00168,Ahmedabad,regular
CUST01423,2025-12-16,259,DEV01417,ADDR01462,Hyderabad,regular
CUST01424,2025-11-28,277,DEV01418,ADDR01463,Bangalore,regular
CUST01425,2026-07-30,33,DEV01419,ADDR01464,Mumbai,new
CUST01426,2025-12-20,255,DEV01420,ADDR01465,Pune,regular
CUST01427,2025-03-11,539,DEV01421,ADDR01466,Bangalore,occasional
CUST01428,2026-05-16,108,DEV01422,ADDR01467,Hyderabad,premium
CUST01429,2026-03-23,162,DEV01423,ADDR01468,Delhi,regular
CUST01430,2026-05-28,96,DEV01424,ADDR01469,Jaipur,premium
CUST01431,2026-04-19,135,DEV01425,ADDR01470,Mumbai,regular
CUST01432,2025-10-03,333,DEV01426,ADDR01471,Hyderabad,regular
CUST01433,2025-04-29,490,DEV01427,ADDR00124,Kolkata,regular
CUST01434,2026-05-04,120,DEV01428,ADDR01472,Bangalore,occasional
CUST01435,2025-04-14,505,DEV01429,ADDR01473,Pune,premium
CUST01436,2026-04-09,145,DEV01430,ADDR01474,Mumbai,premium
CUST01437,2026-05-24,100,DEV01431,ADDR01475,Mumbai,occasional
CUST01438,2025-04-19,500,DEV01432,ADDR01476,Delhi,premium
CUST01439,2026-04-13,141,DEV01433,ADDR01477,Indore,occasional
CUST01440,2026-03-16,169,DEV01434,ADDR01478,Delhi,premium
CUST01441,2025-10-02,334,DEV00107,ADDR01479,Kochi,occasional
CUST01442,2025-10-01,335,DEV01435,ADDR01480,Bangalore,regular
CUST01443,2026-01-08,236,DEV01436,ADDR01481,Bangalore,occasional
CUST01444,2026-05-29,95,DEV00068,ADDR00117,Bangalore,occasional
CUST01445,2025-10-10,326,DEV01437,ADDR01482,Bangalore,regular
CUST01446,2025-06-18,440,DEV01438,ADDR01483,Kolkata,regular
CUST01447,2025-11-05,300,DEV01439,ADDR01484,Delhi,premium
CUST01448,2025-05-26,463,DEV01440,ADDR01485,Bangalore,regular
CUST01449,2025-08-06,391,DEV01441,ADDR01486,Hyderabad,occasional
CUST01450,2026-02-21,192,DEV01442,ADDR01487,Delhi,regular
CUST01451,2025-04-01,518,DEV01443,ADDR01488,Chennai,premium
CUST01452,2026-05-24,100,DEV01444,ADDR01489,Ahmedabad,occasional
CUST01453,2025-12-24,251,DEV00071,ADDR00125,Indore,regular
CUST01454,2026-04-03,151,DEV01445,ADDR01490,Mumbai,regular
CUST01455,2026-05-10,114,DEV01446,ADDR00161,Indore,regular
CUST01456,2026-03-05,180,DEV01447,ADDR01491,Pune,regular
CUST01457,2025-11-02,303,DEV01448,ADDR01492,Pune,regular
CUST01458,2025-10-04,332,DEV01449,ADDR01493,Ahmedabad,regular
CUST01459,2026-04-14,140,DEV01450,ADDR01494,Bangalore,regular
CUST01460,2025-08-16,381,DEV00030,ADDR01495,Surat,occasional
CUST01461,2025-07-30,398,DEV01451,ADDR01496,Chennai,occasional
CUST01462,2025-03-22,528,DEV01452,ADDR01497,Chennai,occasional
CUST01463,2026-05-07,117,DEV01453,ADDR01498,Hyderabad,regular
CUST01464,2025-04-21,498,DEV00029,ADDR01499,Mumbai,regular
CUST01465,2025-11-05,300,DEV01454,ADDR01500,Kolkata,occasional
CUST01466,2026-04-19,135,DEV01455,ADDR01501,Ahmedabad,regular
CUST01467,2025-03-06,544,DEV01456,ADDR01502,Ahmedabad,premium
CUST01468,2026-04-13,141,DEV01457,ADDR00024,Kolkata,new
CUST01469,2026-04-15,139,DEV01458,ADDR01503,Chandigarh,regular
CUST01470,2026-02-25,188,DEV01459,ADDR01504,Hyderabad,premium
CUST01471,2026-06-20,73,DEV01460,ADDR00014,Pune,new
CUST01472,2026-06-11,82,DEV01461,ADDR01505,Kolkata,regular
CUST01473,2026-04-26,128,DEV01462,ADDR00165,Bangalore,regular
CUST01474,2025-06-24,434,DEV01463,ADDR01506,Mumbai,premium
CUST01475,2025-03-30,520,DEV01464,ADDR01507,Bangalore,regular
CUST01476,2025-03-05,545,DEV01465,ADDR01508,Ahmedabad,occasional
CUST01477,2025-06-14,444,DEV01466,ADDR01509,Delhi,premium
CUST01478,2026-03-29,156,DEV01467,ADDR01510,Bangalore,regular
CUST01479,2025-12-25,250,DEV00144,ADDR01511,Lucknow,new
CUST01480,2026-04-19,135,DEV01468,ADDR00135,Delhi,premium
CUST01481,2026-05-16,108,DEV00089,ADDR00093,Bangalore,occasional
CUST01482,2025-05-01,488,DEV01469,ADDR01512,Indore,regular
CUST01483,2025-12-10,265,DEV01470,ADDR01513,Jaipur,regular
CUST01484,2026-05-27,97,DEV01471,ADDR00121,Bangalore,premium
CUST01485,2026-04-27,127,DEV01472,ADDR01514,Ahmedabad,regular
CUST01486,2025-10-20,316,DEV01473,ADDR01515,Lucknow,regular
CUST01487,2025-10-23,313,DEV01474,ADDR01516,Surat,regular
CUST01488,2026-02-11,202,DEV01475,ADDR01517,Delhi,occasional
CUST01489,2025-11-18,287,DEV01476,ADDR01518,Hyderabad,regular
CUST01490,2026-03-03,182,DEV01477,ADDR01519,Jaipur,premium
CUST01491,2025-10-01,335,DEV01478,ADDR01520,Mumbai,premium
CUST01492,2025-12-07,268,DEV01479,ADDR01521,Bangalore,regular
CUST01493,2025-03-18,532,DEV01480,ADDR01522,Bangalore,occasional
CUST01494,2025-03-02,548,DEV01481,ADDR01523,Hyderabad,regular
CUST01495,2026-05-21,103,DEV01482,ADDR01524,Surat,regular
CUST01496,2025-08-11,386,DEV00044,ADDR01525,Mumbai,regular
CUST01497,2025-03-26,524,DEV01483,ADDR01526,Jaipur,occasional
CUST01498,2025-12-07,268,DEV01484,ADDR01527,Delhi,regular
CUST01499,2025-06-30,428,DEV00029,ADDR01528,Surat,regular
CUST01500,2025-12-08,267,DEV01485,ADDR01529,Indore,premium
CUST01501,2026-03-09,176,DEV01486,ADDR00169,Mumbai,regular
CUST01502,2025-09-17,349,DEV01487,ADDR01530,Chennai,regular
CUST01503,2025-11-09,296,DEV00087,ADDR01531,Surat,regular
CUST01504,2025-07-12,416,DEV01488,ADDR01532,Jaipur,regular
CUST01505,2025-04-11,508,DEV01489,ADDR01533,Delhi,regular
CUST01506,2026-02-23,190,DEV01490,ADDR01534,Jaipur,regular
CUST01507,2026-03-23,162,DEV01491,ADDR01535,Chennai,occasional
CUST01508,2026-05-01,123,DEV01492,ADDR01536,Surat,regular
CUST01509,2026-03-02,183,DEV01493,ADDR01537,Pune,regular
CUST01510,2026-05-16,108,DEV01494,ADDR01538,Hyderabad,premium
CUST01511,2026-03-26,159,DEV01495,ADDR01539,Hyderabad,occasional
CUST01512,2025-11-13,292,DEV01496,ADDR01540,Bangalore,occasional
CUST01513,2026-05-25,99,DEV01497,ADDR00048,Jaipur,regular
CUST01514,2025-06-27,431,DEV01498,ADDR00155,Hyderabad,premium
CUST01515,2025-12-04,271,DEV01499,ADDR01541,Bangalore,regular
CUST01516,2026-03-15,170,DEV01500,ADDR01542,Delhi,regular
CUST01517,2025-03-16,534,DEV00085,ADDR01543,Surat,premium
CUST01518,2025-10-27,309,DEV01501,ADDR01544,Hyderabad,regular
CUST01519,2025-06-03,455,DEV01502,ADDR01545,Ahmedabad,premium
CUST01520,2025-07-14,414,DEV01503,ADDR01546,Mumbai,regular
CUST01521,2026-01-12,232,DEV01504,ADDR01547,Bangalore,new
CUST01522,2025-04-19,500,DEV01505,ADDR01548,Mumbai,premium
CUST01523,2025-06-08,450,DEV01506,ADDR01549,Mumbai,premium
CUST01524,2025-05-16,473,DEV01507,ADDR01550,Kolkata,premium
CUST01525,2026-02-11,202,DEV01508,ADDR01551,Lucknow,regular
CUST01526,2025-08-26,371,DEV01509,ADDR01552,Kolkata,regular
CUST01527,2025-10-08,328,DEV01510,ADDR00006,Kolkata,regular
CUST01528,2025-06-26,432,DEV01511,ADDR01553,Lucknow,premium
CUST01529,2025-09-03,363,DEV01512,ADDR01554,Ahmedabad,regular
CUST01530,2026-01-05,239,DEV01513,ADDR01555,Hyderabad,regular
CUST01531,2025-12-24,251,DEV01514,ADDR01556,Kolkata,regular
CUST01532,2025-10-03,333,DEV01515,ADDR01557,Delhi,occasional
CUST01533,2026-01-12,232,DEV01516,ADDR01558,Surat,premium
CUST01534,2026-03-06,179,DEV01517,ADDR01559,Mumbai,new
CUST01535,2026-02-24,189,DEV01518,ADDR01560,Chennai,regular
CUST01536,2025-12-23,252,DEV01519,ADDR01561,Delhi,regular
CUST01537,2025-09-01,365,DEV01520,ADDR01562,Hyderabad,premium
CUST01538,2025-09-14,352,DEV01521,ADDR01563,Chennai,premium
CUST01539,2025-10-18,318,DEV01522,ADDR01564,Mumbai,new
CUST01540,2025-06-26,432,DEV01523,ADDR01565,Ahmedabad,regular
CUST01541,2025-07-30,398,DEV01524,ADDR01566,Bangalore,premium
CUST01542,2025-08-09,388,DEV01525,ADDR01567,Bangalore,regular
CUST01543,2026-01-13,231,DEV01526,ADDR01568,Surat,regular
CUST01544,2026-02-03,210,DEV01527,ADDR01569,Jaipur,regular
CUST01545,2025-04-11,508,DEV01528,ADDR01570,Mumbai,premium
CUST01546,2025-05-13,476,DEV01529,ADDR01571,Indore,premium
CUST01547,2025-03-25,525,DEV01530,ADDR00126,Bangalore,regular
CUST01548,2025-10-28,308,DEV01531,ADDR01572,Hyderabad,premium
CUST01549,2026-03-24,161,DEV01532,ADDR01573,Bangalore,regular
CUST01550,2026-02-17,196,DEV01533,ADDR01574,Pune,occasional
CUST01551,2026-04-29,125,DEV00055,ADDR01575,Bangalore,regular
CUST01552,2025-10-27,309,DEV01534,ADDR01576,Surat,premium
CUST01553,2026-02-26,187,DEV01535,ADDR01577,Ahmedabad,regular
CUST01554,2025-11-23,282,DEV01536,ADDR01578,Mumbai,occasional
CUST01555,2026-06-30,63,DEV00137,ADDR01579,Chandigarh,new
CUST01556,2025-07-30,398,DEV01537,ADDR01580,Mumbai,premium
CUST01557,2025-11-08,297,DEV01538,ADDR01581,Ahmedabad,regular
CUST01558,2025-03-29,521,DEV01539,ADDR01582,Delhi,premium
CUST01559,2026-04-12,142,DEV01540,ADDR01583,Delhi,regular
CUST01560,2025-12-13,262,DEV01541,ADDR01584,Delhi,occasional
CUST01561,2025-10-19,317,DEV01542,ADDR01585,Bangalore,premium
CUST01562,2026-03-28,157,DEV01543,ADDR01586,Lucknow,regular
CUST01563,2026-03-12,173,DEV01544,ADDR01587,Mumbai,regular
CUST01564,2025-08-29,368,DEV01545,ADDR01588,Chandigarh,regular
CUST01565,2025-09-05,361,DEV01546,ADDR01589,Pune,premium
CUST01566,2026-02-07,206,DEV01547,ADDR01590,Mumbai,occasional
CUST01567,2026-01-10,234,DEV01548,ADDR01591,Hyderabad,regular
CUST01568,2025-09-17,349,DEV01549,ADDR01592,Ahmedabad,premium
CUST01569,2026-05-12,112,DEV01550,ADDR01593,Chennai,occasional
CUST01570,2025-09-02,364,DEV01551,ADDR01594,Hyderabad,occasional
CUST01571,2025-09-17,349,DEV01552,ADDR01595,Kolkata,occasional
CUST01572,2026-04-24,130,DEV01553,ADDR01596,Bangalore,regular
CUST01573,2025-03-25,525,DEV01554,ADDR01597,Delhi,regular
CUST01574,2025-05-10,479,DEV01555,ADDR01598,Chennai,occasional
CUST01575,2025-03-11,539,DEV01556,ADDR01599,Chandigarh,regular
CUST01576,2026-03-15,170,DEV01557,ADDR01600,Hyderabad,premium
CUST01577,2026-07-08,55,DEV01558,ADDR00154,Mumbai,new
CUST01578,2025-11-18,287,DEV01559,ADDR01601,Kolkata,regular
CUST01579,2025-09-01,365,DEV01560,ADDR01602,Indore,premium
CUST01580,2026-04-23,131,DEV00026,ADDR01603,Kochi,regular
CUST01581,2026-06-24,69,DEV01561,ADDR01604,Bangalore,new
CUST01582,2026-06-27,66,DEV01562,ADDR01605,Lucknow,new
CUST01583,2025-07-12,416,DEV00112,ADDR01606,Mumbai,regular
CUST01584,2026-06-24,69,DEV00125,ADDR00159,Hyderabad,regular
CUST01585,2025-04-24,495,DEV01563,ADDR01607,Pune,regular
CUST01586,2025-07-13,415,DEV01564,ADDR01608,Hyderabad,regular
CUST01587,2026-01-11,233,DEV01565,ADDR01609,Ahmedabad,regular
CUST01588,2026-06-08,85,DEV01566,ADDR00136,Jaipur,new
CUST01589,2026-05-31,93,DEV01567,ADDR01610,Bangalore,regular
CUST01590,2025-06-24,434,DEV01568,ADDR01611,Hyderabad,regular
CUST01591,2025-10-18,318,DEV01569,ADDR01612,Ahmedabad,premium
CUST01592,2025-09-24,342,DEV01570,ADDR01613,Hyderabad,premium
CUST01593,2026-08-01,31,DEV00049,ADDR01614,Delhi,new
CUST01594,2025-11-14,291,DEV01571,ADDR01615,Mumbai,occasional
CUST01595,2026-05-01,123,DEV01572,ADDR01616,Hyderabad,regular
CUST01596,2025-09-20,346,DEV01573,ADDR00003,Surat,new
CUST01597,2025-10-24,312,DEV01574,ADDR01617,Pune,regular
CUST01598,2025-10-20,316,DEV00083,ADDR01618,Pune,regular
CUST01599,2025-10-06,330,DEV01575,ADDR01619,Mumbai,occasional
CUST01600,2025-11-16,289,DEV01576,ADDR01620,Bangalore,new
CUST01601,2025-09-18,348,DEV01577,ADDR01621,Pune,regular
CUST01602,2025-06-08,450,DEV00065,ADDR01622,Chennai,regular
CUST01603,2026-07-19,44,DEV01578,ADDR01623,Surat,new
CUST01604,2025-11-25,280,DEV01579,ADDR01624,Chennai,regular
CUST01605,2026-08-09,23,DEV00018,ADDR01625,Jaipur,new
CUST01606,2025-09-04,362,DEV01580,ADDR01626,Delhi,regular
CUST01607,2025-12-02,273,DEV01581,ADDR01627,Chennai,occasional
CUST01608,2026-05-28,96,DEV01582,ADDR00169,Mumbai,regular
CUST01609,2026-03-29,156,DEV01583,ADDR01628,Mumbai,premium
CUST01610,2025-07-18,410,DEV01584,ADDR01629,Bangalore,new
CUST01611,2026-04-17,137,DEV01585,ADDR01630,Mumbai,new
CUST01612,2025-09-09,357,DEV01586,ADDR01631,Delhi,premium
CUST01613,2025-04-08,511,DEV01587,ADDR01632,Bangalore,regular
CUST01614,2026-03-02,183,DEV01588,ADDR01633,Lucknow,new
CUST01615,2026-03-14,171,DEV01589,ADDR01634,Lucknow,new
CUST01616,2025-03-05,545,DEV01590,ADDR01635,Ahmedabad,regular
CUST01617,2026-01-08,236,DEV00105,ADDR01636,Hyderabad,occasional
CUST01618,2025-06-13,445,DEV01591,ADDR01637,Ahmedabad,regular
